aX,aY,aZ,gX,gY,gZ
0.150,0.491,-0.786,34.180,93.140,-135.742
0.443,-0.319,-0.787,44.739,85.999,-161.682
0.696,-0.834,-0.749,48.401,74.707,-159.363
0.873,-1.016,-0.658,53.894,61.279,-138.306
0.938,-0.967,-0.572,54.993,46.753,-109.131
0.917,-0.735,-0.544,42.786,14.343,-59.448
0.901,-0.139,-0.291,4.883,-2.930,-50.354
0.918,-0.078,-0.242,-11.658,-7.446,-52.429
0.920,-0.121,-0.197,-22.217,-6.042,-58.044
0.976,-0.271,-0.137,-23.437,-2.930,-62.683
1.065,-0.514,-0.044,-17.456,0.427,-64.575
1.131,-0.664,-0.075,-7.080,9.338,-56.335
1.128,-0.638,-0.110,3.540,16.968,-39.673
1.117,-0.525,-0.104,8.545,16.541,-23.865
1.116,-0.482,-0.108,6.409,10.193,-16.052
1.103,-0.430,-0.087,-1.953,-0.122,-11.780
1.048,-0.252,0.061,-11.169,-11.230,-6.042
0.982,-0.052,0.069,-18.250,-13.855,-3.723
0.942,0.008,0.055,-18.677,-12.939,-7.935
0.942,0.009,0.088,-12.085,-10.986,-13.489
0.964,-0.047,0.068,-2.502,-5.798,-17.700
0.978,-0.109,0.026,3.723,-1.282,-18.494
0.990,-0.129,0.055,6.409,-0.488,-15.930
1.001,-0.143,0.104,3.479,-1.099,-11.108
1.005,-0.137,0.052,-4.272,0.244,-4.761
0.970,-0.054,0.040,-12.085,0.488,2.625
0.926,0.026,0.050,-14.038,-0.610,8.057
0.872,0.130,0.029,-12.695,-0.244,6.348
0.884,0.085,0.104,-6.104,-1.465,2.747
0.884,0.032,0.089,-6.409,0.793,2.563
0.904,-0.051,0.091,-7.812,-0.183,2.747
0.923,-0.106,0.074,-11.169,-1.343,4.272
0.930,-0.116,0.011,-16.174,-1.465,6.531
0.934,-0.037,-0.052,-21.240,-2.625,11.230
0.927,0.054,-0.071,-22.278,-5.310,13.611
0.902,0.123,-0.043,-18.372,-8.545,11.658
0.848,0.208,0.016,-12.817,-9.888,7.568
0.833,0.227,0.072,-10.071,-8.118,0.427
0.875,0.006,0.053,-11.353,-4.822,-10.193
0.942,-0.261,0.052,-11.902,-4.150,-17.212
0.984,-0.416,0.079,-12.207,-6.104,-14.282
1.034,-0.429,0.165,-18.677,-13.672,4.089
1.041,-0.304,0.172,-21.729,-14.404,16.479
0.982,-0.093,0.148,-20.752,-13.428,27.344
0.904,0.123,0.123,-12.573,-13.062,31.494
0.832,0.332,0.199,2.319,-12.451,28.320
0.828,0.448,0.368,16.174,-7.996,19.531
0.852,0.309,0.299,16.357,2.319,5.249
0.855,0.174,0.150,-4.761,8.057,-3.662
0.873,0.115,0.152,-31.067,1.465,-6.531
0.912,0.061,0.194,-46.021,-4.456,-9.155
0.923,0.053,0.176,-48.584,-3.357,-10.559
0.916,0.114,0.102,-39.795,2.991,-9.949
0.903,0.225,0.041,-18.799,10.620,-11.414
0.889,0.315,0.072,12.634,18.127,-17.639
0.896,0.331,0.183,49.194,28.870,-25.513
0.932,0.139,0.085,69.397,39.856,-34.912
0.951,-0.045,-0.003,55.542,36.804,-39.551
0.947,-0.027,0.029,24.597,21.057,-32.104
0.914,0.094,0.060,-6.836,8.545,-24.353
0.902,0.069,0.057,-29.297,7.507,-30.823
0.954,-0.072,0.098,-23.987,14.221,-35.217
1.052,-0.176,-0.026,-18.188,27.100,-31.921
1.094,-0.311,-0.109,-15.137,33.691,-26.550
1.126,-0.288,-0.273,-13.916,37.048,-15.503
1.082,-0.172,-0.360,-12.451,30.762,-5.615
1.068,-0.011,-0.277,-11.169,15.808,-2.869
1.027,0.071,-0.220,-13.306,4.272,-5.920
1.008,0.063,-0.149,-17.334,-2.747,-12.817
1.013,-0.002,-0.115,-21.057,-5.432,-18.433
1.024,-0.072,-0.093,-22.461,-6.104,-21.851
1.065,-0.126,-0.084,-20.325,-5.371,-22.522
1.099,-0.166,-0.084,-15.808,-5.066,-21.973
1.114,-0.149,-0.124,-10.315,-2.991,-13.428
-0.135,-0.405,1.970,168.213,-93.384,85.938
-0.075,-0.087,1.865,140.320,-60.913,99.060
-0.057,0.251,1.568,110.413,-26.978,108.398
-0.025,0.618,1.252,80.078,-3.784,109.436
0.000,0.866,1.009,48.401,9.094,101.196
0.071,1.114,0.767,12.756,19.165,90.515
-0.024,1.373,0.536,-17.944,32.104,76.355
-0.098,1.647,0.221,-35.522,53.101,52.429
-0.012,1.546,-0.122,-30.579,75.256,9.277
0.094,1.109,-0.320,-8.423,89.966,-41.321
0.280,0.593,-0.398,16.785,98.755,-79.468
0.463,0.089,-0.490,33.813,100.769,-102.295
0.617,-0.272,-0.577,36.438,95.581,-109.009
0.730,-0.505,-0.647,28.931,81.116,-104.492
0.817,-0.528,-0.658,19.348,63.171,-89.966
0.859,-0.434,-0.563,17.212,45.837,-73.914
0.883,-0.376,-0.427,22.705,34.241,-63.293
0.869,-0.285,-0.380,27.954,32.471,-54.626
0.855,-0.230,-0.352,29.236,33.813,-47.119
0.863,-0.252,-0.289,22.888,31.006,-43.213
0.912,-0.306,-0.253,10.620,25.818,-40.649
0.951,-0.334,-0.227,-2.869,21.851,-35.461
0.979,-0.357,-0.243,-10.010,20.386,-29.114
1.030,-0.388,-0.241,-12.939,17.212,-23.682
1.074,-0.417,-0.222,-8.850,13.733,-17.944
1.053,-0.362,-0.180,-2.380,12.695,-9.949
1.017,-0.258,-0.150,2.686,12.817,-2.686
0.981,-0.176,-0.136,2.808,10.559,0.793
0.934,-0.136,-0.163,-1.953,7.568,1.160
0.909,-0.109,-0.168,-11.230,-5.066,-7.141
0.954,-0.137,-0.161,-11.841,-9.705,-11.597
0.954,-0.114,-0.165,-10.193,-9.277,-11.230
0.957,-0.095,-0.109,-5.737,-9.277,-9.460
0.967,-0.066,-0.061,-0.793,-8.484,-6.775
0.965,-0.026,-0.084,2.625,-4.211,-2.991
0.964,-0.042,-0.062,4.761,-2.686,-0.916
0.988,-0.061,-0.004,3.479,-3.784,0.732
0.985,-0.083,0.017,0.488,-3.113,1.770
0.972,-0.085,0.043,-3.601,-2.930,2.930
0.946,-0.082,0.032,-9.277,-3.052,3.296
0.920,-0.066,-0.049,-14.282,-2.808,3.174
0.936,-0.058,-0.081,-15.564,-4.395,1.160
0.966,-0.058,-0.117,-11.719,-6.042,-1.892
1.004,-0.076,-0.138,7.141,-5.798,-7.141
1.083,-0.179,0.030,17.700,-8.728,-6.897
1.106,-0.216,0.178,22.522,-9.277,-3.662
1.089,-0.220,0.286,18.066,-7.629,0.854
1.059,-0.170,0.324,6.470,-5.737,6.958
1.006,-0.128,0.280,-5.859,-2.625,10.925
0.986,-0.099,0.166,-15.198,1.038,12.268
0.998,-0.140,0.048,-20.020,3.479,11.108
1.008,-0.115,-0.056,-21.240,2.625,13.245
0.989,0.029,-0.122,-18.860,-0.793,10.193
0.989,0.003,-0.030,-9.949,-3.906,4.456
0.997,-0.018,0.054,-1.709,-3.845,0.916
1.005,-0.071,0.070,2.197,-1.465,-0.488
1.008,-0.141,0.065,0.305,-0.366,0.000
0.998,-0.169,0.055,-5.249,-0.916,3.662
0.975,-0.157,0.012,-11.475,-0.671,9.460
0.943,-0.129,-0.052,-16.846,-0.732,15.442
0.907,-0.069,-0.116,-22.644,-2.075,21.301
0.876,0.015,-0.195,-27.466,-3.906,26.123
0.847,0.114,-0.243,-22.888,-11.658,30.823
0.816,0.280,-0.140,-14.771,-16.113,29.419
0.793,0.358,-0.014,-5.859,-18.372,26.978
0.781,0.394,0.119,2.014,-16.846,21.790
0.791,0.368,0.216,6.287,-11.292,13.672
0.818,0.278,0.239,3.235,-3.845,4.456
0.872,0.146,0.211,-4.761,2.441,-3.357
0.931,-0.019,0.173,-11.475,4.822,-9.827
0.982,-0.111,0.173,-17.944,4.150,-10.986
1.004,-0.185,0.224,-23.010,1.587,-9.216
1.026,-0.201,0.238,-27.039,0.732,-5.127
1.002,-0.164,0.190,-31.921,1.099,-0.305
0.946,-0.037,0.163,-37.048,-0.183,4.211
0.909,0.078,0.149,-39.429,-1.221,3.479
0.913,0.119,0.103,-36.621,0.671,-2.930
0.929,0.124,0.034,-30.640,6.409,-10.742
0.932,0.132,-0.015,-22.644,13.428,-17.456
0.964,0.103,-0.060,-10.376,19.775,-24.414
1.012,-0.001,-0.095,3.906,23.254,-32.471
1.052,-0.137,-0.060,16.785,21.851,-37.598
1.081,-0.246,-0.035,24.719,19.104,-36.255
1.092,-0.320,-0.055,22.827,15.015,-29.846
1.064,-0.293,-0.040,13.245,7.935,-20.142
1.006,-0.114,0.026,3.296,1.282,-10.071
0.999,-0.011,-0.032,-2.625,3.723,-7.141
1.017,0.058,-0.100,-3.967,10.681,-11.047
1.042,0.052,-0.193,2.747,18.616,-17.029
1.080,-0.077,-0.273,12.146,25.146,-24.292
1.135,-0.274,-0.373,12.939,21.790,-27.954
1.154,-0.421,-0.385,4.211,6.897,-24.475
1.142,-0.419,-0.250,-6.897,-12.451,-13.611
1.108,-0.381,-0.092,-12.756,-25.024,-3.113
1.079,-0.323,0.047,-10.803,-27.466,4.211
1.063,-0.233,0.130,-7.324,-23.071,10.681
1.052,-0.120,0.090,-8.484,-15.686,14.404
1.053,-0.043,0.031,-10.254,-9.583,16.541
1.004,0.040,-0.064,-9.827,-3.845,17.700
0.988,0.080,-0.065,-6.042,-1.038,14.648
0.984,0.063,-0.059,-0.061,0.244,8.484
0.980,0.024,-0.093,4.944,2.991,4.456
0.963,-0.002,-0.093,6.409,1.953,3.662
0.954,-0.017,-0.036,4.150,-3.784,4.211
0.947,-0.030,0.065,3.723,-8.667,4.700
0.957,-0.050,0.171,4.578,-10.193,5.249
0.990,-0.050,0.216,4.395,-7.690,5.554
1.010,-0.028,0.183,1.282,1.770,5.432
1.007,0.031,0.035,-4.822,2.319,4.822
1.009,0.061,0.025,-6.470,0.732,2.930
1.000,0.053,0.012,-6.409,1.770,0.671
1.000,0.033,0.010,-4.883,3.357,-0.977
0.996,0.008,0.018,-2.380,3.906,-2.869
1.005,-0.054,0.048,0.183,3.174,-4.517
1.011,-0.103,0.035,-0.671,3.296,-4.517
1.024,-0.119,0.058,-3.906,2.075,-2.808
1.037,-0.138,0.058,-9.521,0.977,-0.854
1.030,-0.083,0.031,-16.174,1.953,2.625
1.007,0.032,0.022,-23.193,5.859,2.869
-0.116,-1.250,1.488,278.625,-87.769,63.721
-0.027,-1.176,1.958,244.995,-105.896,90.637
0.006,-1.044,2.438,194.885,-113.159,119.995
0.020,-0.763,2.798,123.840,-107.361,149.841
0.018,-0.331,2.740,42.969,-84.534,177.185
-0.069,0.418,1.972,-42.297,-34.424,206.055
-0.359,1.306,0.917,-114.746,19.104,223.145
-0.533,2.248,0.047,-148.071,58.594,211.426
-0.572,2.715,-0.531,-130.859,85.815,158.142
-0.453,2.479,-0.919,-74.524,104.126,71.533
-0.198,1.841,-1.154,-5.310,117.249,-8.728
0.110,0.957,-1.190,44.312,113.220,-67.383
0.456,0.015,-0.875,73.181,89.111,-102.844
0.750,-0.615,-0.362,76.721,49.133,-79.163
0.837,-0.576,-0.245,35.339,52.673,-48.096
0.790,-0.379,-0.438,22.095,52.246,-32.715
0.798,-0.278,-0.510,21.057,44.495,-30.396
0.829,-0.231,-0.589,22.522,38.696,-31.799
0.852,-0.185,-0.632,20.630,34.363,-31.677
0.874,-0.131,-0.585,13.550,26.428,-29.541
0.904,-0.156,-0.488,4.089,16.968,-27.893
0.921,-0.160,-0.353,-8.545,8.545,-25.146
0.962,-0.162,-0.268,-21.118,4.639,-21.851
1.015,-0.231,-0.220,-21.057,5.859,-16.541
1.019,-0.221,-0.203,-14.587,4.272,-12.634
1.012,-0.208,-0.151,-7.019,1.160,-8.728
1.002,-0.146,-0.181,0.549,0.061,-3.906
0.964,-0.007,-0.198,6.531,-0.916,0.427
0.949,0.138,-0.153,9.888,-4.700,1.038
0.966,0.172,-0.041,9.583,-10.437,-4.822
0.990,0.109,0.038,6.714,-12.146,-13.123
1.006,0.054,0.035,2.869,-9.277,-18.433
1.021,0.009,0.048,-1.587,-7.263,-20.508
1.041,-0.084,0.060,-5.066,-5.188,-21.545
1.032,-0.173,0.073,-7.263,-3.662,-20.081
1.011,-0.139,0.035,-8.850,-1.404,-14.465
1.005,-0.112,-0.072,-7.507,1.892,-10.010
1.001,-0.152,-0.114,-1.526,2.197,-8.667
1.012,-0.133,-0.090,5.249,0.854,-5.554
1.006,-0.104,-0.042,8.545,-0.671,-2.319
0.996,-0.075,0.038,7.568,-2.563,0.244
0.982,-0.039,0.109,-8.118,-3.784,3.357
0.944,0.027,0.036,-14.465,-0.732,0.061
0.966,-0.096,-0.017,-11.902,2.563,-6.775
0.996,-0.200,-0.057,-6.409,4.944,-10.864
1.017,-0.270,-0.116,-0.671,7.507,-10.681
1.031,-0.295,-0.103,4.211,7.263,-7.263
1.037,-0.295,-0.050,6.470,4.150,-2.991
1.028,-0.245,-0.008,4.211,1.282,2.197
0.994,-0.175,0.069,-10.742,-4.150,10.925
0.916,0.025,0.027,-19.104,-3.235,7.568
0.953,-0.100,-0.103,-17.578,1.160,-2.747
1.011,-0.276,-0.171,-10.437,3.723,-10.620
1.057,-0.406,-0.204,-4.211,3.479,-10.925
1.075,-0.457,-0.244,-1.160,2.014,-4.456
1.063,-0.365,-0.243,0.916,-2.014,5.859
1.034,-0.207,-0.148,3.052,-7.080,15.808
1.001,-0.086,-0.121,4.517,-9.094,20.874
0.975,0.041,-0.124,5.432,-9.277,22.888
0.963,0.104,-0.064,7.019,-10.193,20.996
0.990,0.078,-0.012,10.132,-9.583,15.686
1.010,0.040,-0.009,11.963,-7.568,11.169
1.032,0.016,0.060,11.536,-8.911,9.155
1.051,0.026,0.157,9.033,-11.169,8.545
1.070,0.019,0.208,6.653,-9.888,8.179
1.073,-0.003,0.237,3.052,-7.080,8.850
1.066,0.007,0.243,-2.014,-4.639,11.475
1.063,0.042,0.218,-8.728,-2.808,14.282
1.040,0.070,0.154,-16.479,-1.221,15.747
1.030,0.100,0.078,-22.217,0.854,15.564
1.022,0.069,0.036,-20.752,2.930,12.695
1.039,0.014,0.037,-12.817,4.944,9.399
1.037,-0.018,0.045,-5.981,6.104,8.179
1.015,-0.003,0.037,-3.052,7.385,9.766
0.997,0.019,0.046,-0.366,7.996,11.597
0.965,0.071,0.064,1.648,8.240,12.390
0.941,0.125,0.032,1.526,10.803,12.024
0.933,0.109,-0.025,1.526,13.123,8.667
0.937,0.047,-0.069,0.977,12.695,4.150
0.947,0.010,-0.066,-0.183,10.193,1.831
0.952,-0.017,-0.058,-2.380,8.728,1.099
0.950,-0.038,-0.080,-4.272,9.033,1.160
0.944,-0.027,-0.094,-6.104,8.240,1.892
0.930,-0.003,-0.118,-6.409,7.446,2.502
0.913,0.011,-0.130,-4.150,6.775,1.770
0.911,-0.001,-0.111,-0.732,4.639,-0.488
0.911,-0.038,-0.080,0.854,2.808,-2.014
0.923,-0.065,-0.084,0.000,2.686,-2.319
0.911,-0.049,-0.112,-3.723,2.136,-1.160
0.896,0.017,-0.105,-10.498,-1.160,0.549
0.917,0.186,-0.079,-19.287,-4.822,-0.061
0.845,0.214,-0.097,-31.067,-6.775,-8.118
0.809,0.161,-0.111,-35.583,-7.507,-17.578
0.825,0.167,-0.034,-35.889,-9.033,-19.470
0.839,0.143,0.040,-34.729,-8.545,-21.484
0.845,0.055,0.069,-30.701,-4.700,-27.893
0.864,-0.076,0.077,-25.757,1.221,-32.227
0.900,-0.182,0.028,-25.391,6.042,-30.823
0.901,-0.244,-0.047,-34.424,6.287,-24.353
0.847,-0.227,-0.090,-64.880,-7.629,-1.648
0.771,0.037,-0.013,-72.632,-19.470,8.850
0.728,0.162,0.091,-70.923,-24.536,11.963
0.708,0.246,0.130,-60.059,-20.325,7.263
0.705,0.348,0.142,-43.762,-11.841,-2.136
0.716,0.341,0.085,-24.841,1.831,-14.771
0.776,0.157,-0.058,-2.563,17.700,-30.334
0.852,-0.139,-0.197,14.221,25.574,-41.626
0.917,-0.399,-0.214,24.353,23.315,-41.382
0.924,-0.535,-0.075,25.696,14.038,-27.405
0.918,-0.549,0.001,19.714,5.249,-8.057
0.913,-0.421,0.018,7.141,-3.357,11.230
0.865,-0.108,0.099,-9.949,-12.451,27.649
0.836,0.254,0.143,-23.621,-14.160,32.898
0.870,0.460,0.076,-31.128,-4.883,22.888
0.831,0.424,-0.066,-31.616,10.132,3.357
0.858,0.191,-0.218,-24.536,23.193,-16.968
0.939,-0.182,-0.234,-14.771,24.231,-31.494
0.985,-0.548,-0.192,-7.812,18.250,-33.997
0.991,-0.681,-0.084,-8.667,9.766,-19.104
1.822,-0.596,0.578,2.014,-50.964,-27.039
1.824,-0.466,0.509,5.249,-32.532,-4.639
1.813,-0.297,0.341,1.648,-17.944,14.526
1.806,-0.185,0.190,-7.202,-12.329,25.940
1.818,-0.110,0.061,-19.226,-15.015,32.349
1.813,-0.023,0.007,-32.837,-23.193,36.987
1.767,0.093,0.086,-50.476,-34.546,42.053
1.699,0.191,0.172,-70.313,-42.297,43.945
1.615,0.288,0.222,-89.661,-44.495,43.152
1.542,0.361,0.248,-106.750,-44.678,39.734
1.500,0.312,0.243,-122.498,-45.532,33.142
1.524,0.136,0.325,-129.517,-49.744,24.841
1.549,-0.044,0.279,-124.390,-46.997,20.996
1.458,-0.011,0.127,-119.751,-35.278,42.603
1.313,0.171,-0.049,-105.652,-17.944,36.255
1.026,0.352,-0.331,-28.931,13.733,22.461
0.983,0.160,-0.313,14.587,17.822,1.526
0.936,-0.125,-0.291,42.969,18.982,-18.372
0.827,-0.331,-0.367,45.837,16.663,-27.649
0.661,-0.253,-0.419,33.936,9.827,-25.208
0.378,-0.208,-0.320,29.602,-0.916,-26.855
0.081,-0.358,-0.078,44.983,-6.653,-36.438
-0.091,-0.771,0.185,90.332,-2.930,-48.279
-0.153,-1.391,0.406,161.194,10.620,-53.528
-0.256,-1.925,0.478,233.521,28.381,10.742
-0.753,-1.978,0.605,324.585,17.517,76.172
-1.048,-1.456,1.053,306.824,-27.771,140.076
-1.199,-0.885,1.708,258.606,-78.918,182.617
-1.103,-0.421,2.290,205.933,-113.647,201.843
-0.993,0.081,2.638,134.888,-120.300,216.125
-0.817,0.729,2.552,54.016,-93.445,229.431
-0.818,1.600,1.925,-14.404,-40.039,238.464
-0.898,2.619,0.916,-53.284,22.400,234.253
-0.995,3.437,0.064,-60.608,71.350,201.721
-1.112,3.899,-0.523,-44.617,105.103,131.226
-1.007,3.691,-1.004,-1.831,132.446,29.541
-0.736,2.545,-1.201,96.191,129.761,-189.575
0.094,-0.371,-1.050,120.911,113.525,-239.746
0.614,-1.344,-0.859,127.563,98.938,-241.516
0.903,-1.844,-0.768,113.770,89.172,-214.661
1.086,-2.069,-0.953,102.478,82.886,-172.974
1.101,-1.810,-1.106,90.637,63.782,-110.901
1.049,-1.219,-0.951,67.566,27.954,-49.988
0.951,-0.594,-0.586,36.133,-6.104,-10.254
0.910,-0.062,-0.227,-1.282,-17.578,-3.967
0.983,-0.132,-0.244,-5.737,-7.568,-14.771
1.047,-0.269,-0.173,-1.770,-2.197,-23.376
1.093,-0.399,-0.049,4.456,0.977,-24.902
1.114,-0.470,0.029,8.667,4.089,-18.127
1.096,-0.405,0.038,7.446,6.470,-5.798
1.049,-0.279,-0.005,3.662,8.423,4.639
1.047,-0.172,-0.036,1.709,5.920,9.949
1.043,-0.047,-0.032,1.770,-0.366,10.132
1.038,-0.001,0.068,5.066,-6.165,5.493
1.057,-0.036,0.206,13.489,-8.301,-2.319
1.069,-0.150,0.264,20.996,-3.967,-9.705
1.065,-0.242,0.213,22.400,4.272,-11.780
1.066,-0.274,0.132,16.418,9.399,-8.362
1.062,-0.291,0.031,8.118,9.155,-4.761
1.058,-0.224,-0.046,2.747,7.507,0.610
1.020,-0.121,-0.011,-1.465,3.662,7.263
0.987,-0.012,0.060,-4.028,0.305,11.169
0.957,0.089,0.085,-6.226,0.366,11.780
0.916,0.153,0.047,-5.615,3.479,8.850
0.890,0.207,0.003,-4.456,5.676,4.211
0.865,0.203,-0.018,-3.906,4.700,-2.930
0.886,0.185,-0.007,-3.357,2.747,-10.071
0.906,0.108,-0.038,-2.014,3.357,-17.395
0.940,-0.002,-0.063,1.648,4.211,-23.315
0.958,-0.094,-0.040,5.798,3.357,-26.184
0.989,-0.189,0.009,8.301,2.380,-25.024
1.033,-0.332,0.069,7.935,3.479,-20.203
1.006,-0.297,0.022,3.906,6.104,-12.451
0.984,-0.240,-0.019,-3.479,7.446,-5.676
0.954,-0.232,-0.050,-10.864,5.798,-3.357
0.957,-0.242,-0.090,-14.282,4.395,-3.784
0.982,-0.263,-0.059,-14.771,1.770,-4.395
1.000,-0.313,-0.046,-11.353,0.000,-5.371
1.006,-0.332,-0.066,-6.531,-0.305,-3.418
1.018,-0.304,-0.064,-1.648,-2.075,-0.488
1.003,-0.233,-0.042,0.732,-3.967,4.150
0.977,-0.134,-0.055,2.075,-4.150,7.385
0.979,-0.107,-0.040,2.441,-5.188,6.653
0.997,-0.162,0.030,3.723,-7.385,2.808
1.004,-0.201,0.057,3.113,-6.409,1.831
0.993,-0.198,0.047,-0.977,-5.127,3.296
0.987,-0.163,0.046,-6.165,-4.883,5.432
0.974,-0.137,-0.010,-7.690,-3.723,6.165
0.984,-0.117,-0.048,-6.409,-2.502,6.348
1.001,-0.122,-0.086,-3.235,-2.136,6.042
1.023,-0.128,-0.079,0.671,-2.991,6.226
1.025,-0.124,-0.013,2.930,-6.287,7.141
1.014,-0.074,0.051,3.662,-8.850,9.827
0.977,0.026,0.156,0.488,-10.010,8.423
0.953,0.036,0.148,-0.427,-7.507,5.371
0.948,0.027,0.080,-1.709,-3.540,1.709
0.963,-0.043,0.006,-2.625,-1.892,-1.770
0.994,-0.116,-0.037,-2.991,-2.075,-3.906
1.019,-0.153,-0.049,-2.319,-2.563,-3.662
1.021,-0.143,-0.050,-1.038,-3.113,-1.831
1.017,-0.106,-0.034,0.916,-3.601,0.122
1.007,-0.090,0.035,3.296,-3.906,1.099
1.006,-0.084,0.025,5.127,-2.136,1.587
0.995,-0.098,0.004,5.188,-0.671,0.977
0.991,-0.115,0.014,3.540,-3.235,0.488
0.979,-0.118,0.018,-1.038,-5.798,0.916
0.982,-0.110,-0.008,-6.287,-7.935,1.892
0.987,-0.111,0.042,-4.211,-8.362,1.465
1.005,-0.125,0.059,-0.610,-6.592,0.671
1.026,-0.212,0.084,3.723,-4.822,-0.610
1.037,-0.241,0.089,6.897,-3.174,1.892
1.028,-0.198,0.101,7.019,-3.296,7.629
1.001,-0.086,0.129,3.906,-4.456,13.672
0.971,0.035,0.112,-0.549,-4.700,16.724
0.937,0.090,0.097,-2.747,-4.395,14.465
0.933,0.119,0.118,-2.319,-4.333,9.460
0.952,0.086,0.129,-3.113,-3.235,3.052
0.982,-0.023,0.085,-2.441,-1.160,-4.211
1.019,-0.123,0.044,1.465,1.404,-8.362
2.342,-0.310,0.314,25.879,37.537,-77.148
2.385,-0.447,0.290,28.381,47.241,-77.820
2.380,-0.556,0.232,30.701,57.312,-72.021
2.334,-0.555,0.146,27.710,64.636,-56.946
2.262,-0.452,0.054,24.353,68.604,-38.635
2.194,-0.295,0.038,22.705,67.566,-23.254
2.119,-0.143,0.049,17.639,64.148,-12.512
2.059,-0.031,0.051,13.000,61.951,-7.568
2.010,0.085,0.005,10.681,62.378,-6.226
2.009,0.271,-0.134,13.184,64.453,-9.094
1.999,0.430,-0.305,13.550,63.721,-18.860
2.002,0.436,-0.373,12.573,57.129,-53.040
2.142,-0.527,0.130,20.142,30.151,-65.979
2.191,-1.074,0.466,14.709,24.475,-54.993
2.095,-1.274,0.566,-16.113,35.645,-17.578
1.978,-1.186,0.378,-53.589,54.871,26.733
1.858,-0.991,-0.066,-101.135,62.683,64.331
1.675,-0.872,-0.601,-156.738,43.579,88.928
1.485,-0.634,-0.964,-206.238,-4.395,105.713
1.291,-0.367,-1.039,-246.033,-68.726,115.295
1.068,-0.159,-0.890,-278.320,-127.380,117.188
0.853,0.095,-0.584,-298.401,-160.767,118.408
0.901,0.150,-0.160,-293.945,-155.090,117.310
0.576,0.347,-0.615,-269.958,-99.365,121.399
0.339,0.641,-0.979,-222.839,-61.096,124.451
0.167,0.898,-1.099,-115.479,-39.490,79.102
0.037,0.207,-1.095,-63.843,-40.405,46.265
-0.087,-0.203,-0.906,-28.015,-48.035,32.349
-0.224,-0.552,-0.753,-2.869,-55.603,31.860
-0.353,-0.812,-0.579,19.653,-65.918,35.767
-0.536,-0.890,-0.369,42.908,-76.477,44.067
-0.758,-0.806,-0.284,78.003,-72.754,59.570
-1.026,-0.553,-0.308,129.578,-59.387,79.712
-1.258,-0.228,-0.222,196.289,-57.312,93.445
-1.403,0.081,0.122,258.728,-72.937,83.618
-1.177,0.105,1.512,335.754,-109.863,64.209
-0.837,-0.293,2.290,325.378,-111.694,45.837
-0.483,-0.434,2.776,275.085,-93.933,46.082
-0.171,-0.255,2.968,204.712,-52.307,65.979
-0.055,0.153,2.606,134.033,9.705,88.928
-0.112,0.615,1.695,75.439,80.688,107.544
-0.151,1.139,0.703,43.335,128.906,111.511
-0.210,1.649,-0.103,29.053,147.583,96.680
-0.213,1.902,-0.654,28.076,148.621,59.265
-0.108,1.691,-1.045,37.903,140.503,3.052
0.080,1.106,-1.167,53.284,123.108,-54.749
0.337,0.434,-1.062,64.758,102.478,-95.093
0.643,-0.267,-0.835,77.209,85.754,-118.225
0.925,-0.868,-0.536,84.595,71.411,-119.690
1.074,-1.088,-0.374,80.994,64.331,-97.595
1.073,-0.908,-0.395,71.289,62.561,-65.063
1.039,-0.585,-0.443,61.829,56.152,-37.292
1.036,-0.387,-0.424,54.016,43.274,-24.780
1.043,-0.353,-0.337,47.485,30.640,-22.339
1.018,-0.302,-0.256,35.828,20.447,-18.005
1.023,-0.173,-0.220,15.076,12.085,-10.132
1.033,-0.091,-0.164,-6.042,3.296,-7.446
1.013,-0.059,-0.059,-18.921,-1.831,-10.193
1.025,-0.146,-0.000,-18.860,1.160,-16.968
1.098,-0.326,0.054,-11.658,5.615,-24.658
1.186,-0.536,0.050,-6.226,9.766,-24.658
1.203,-0.626,-0.097,-2.563,15.747,-14.099
1.179,-0.520,-0.202,1.892,13.977,3.296
1.113,-0.309,-0.172,6.348,4.883,20.020
1.004,-0.043,-0.070,9.827,-4.089,31.677
0.928,0.187,0.046,7.690,-10.376,34.180
0.867,0.311,0.177,-0.122,-15.259,25.330
0.881,0.179,0.160,-9.216,-6.653,-3.967
0.888,0.101,0.057,-11.841,0.854,-10.803
0.930,0.023,-0.021,-10.437,5.005,-12.512
0.957,-0.056,-0.045,-7.812,3.784,-2.930
0.906,0.146,-0.037,-8.911,1.709,5.676
0.876,0.224,-0.010,-9.583,-0.732,7.263
0.872,0.205,-0.017,-8.118,-0.305,2.686
0.883,0.110,-0.153,-0.427,4.333,-10.376
0.915,-0.143,-0.160,-0.061,0.916,-12.146
0.941,-0.201,-0.158,-6.897,-3.967,-9.277
0.962,-0.203,-0.162,-15.991,-9.277,2.197
0.958,-0.079,-0.023,-25.330,-19.592,7.812
0.927,0.036,0.019,-27.771,-21.790,11.902
0.885,0.169,0.122,-29.419,-23.682,13.916
0.852,0.199,0.210,-30.212,-23.621,9.827
0.869,0.151,0.189,-33.203,-19.287,2.502
0.923,0.014,0.103,-17.822,-10.742,-8.606
1.052,-0.209,0.048,-26.428,-11.841,-8.423
1.121,-0.317,0.104,-23.865,-15.991,-5.554
1.144,-0.323,0.162,-21.545,-18.555,1.343
1.133,-0.221,0.212,-18.005,-17.822,11.841
1.096,-0.109,0.246,-13.367,-15.686,19.348
