aX,aY,aZ,gX,gY,gZ
0.065,-0.905,1.062,-61.218,16.724,163.269
0.025,-0.837,0.994,-68.237,20.813,197.205
-0.005,-0.768,0.936,-69.214,21.912,198.608
-0.036,-0.590,0.922,-71.777,21.179,214.661
-0.021,-0.402,0.845,-75.745,24.841,227.661
-0.097,-0.168,0.798,-80.505,22.766,233.215
-0.133,0.096,0.740,-84.473,18.250,230.347
-0.125,0.342,0.659,-83.374,16.296,221.375
-0.129,0.604,0.766,-78.003,3.723,208.679
-0.120,0.788,0.925,-71.594,-6.714,186.890
-0.078,0.909,1.005,-69.336,-6.653,157.776
-0.067,0.992,1.035,-69.641,-3.906,126.343
-0.097,1.056,1.035,-67.749,-1.160,94.788
-0.172,1.079,0.971,-58.472,3.357,62.134
-0.037,0.979,0.798,-38.818,7.263,1.465
0.040,0.761,0.744,6.714,-7.690,-24.048
-0.030,0.611,0.818,29.114,-15.808,-45.898
-0.041,0.470,1.011,46.875,-22.400,-66.101
0.015,0.256,0.995,56.458,-12.512,-83.435
0.057,0.056,1.066,58.533,-10.010,-93.750
0.083,-0.143,1.110,54.321,-10.010,-97.046
0.135,-0.310,1.082,46.997,-6.958,-94.177
0.184,-0.412,1.039,40.161,-4.761,-85.510
0.214,-0.457,1.033,36.560,-4.395,-73.303
0.222,-0.477,1.019,33.875,-3.662,-60.547
0.239,-0.489,1.030,29.663,-3.662,-48.157
0.223,-0.478,1.015,24.231,-3.479,-36.621
0.222,-0.453,1.003,18.921,-3.601,-26.123
0.207,-0.417,1.034,12.939,-4.578,-16.418
0.179,-0.360,1.058,5.127,-4.639,-8.179
0.159,-0.285,1.061,-2.808,-3.235,-2.441
0.144,-0.220,1.042,-8.606,-1.038,0.854
0.128,-0.149,1.030,-12.878,0.427,3.357
0.091,-0.046,1.003,-16.846,-1.282,3.601
0.112,-0.035,1.019,-16.785,-4.517,1.465
0.105,-0.024,0.990,-16.663,-2.991,0.000
0.102,-0.014,1.010,-14.587,-3.540,-0.916
0.105,-0.020,1.027,-11.047,-3.784,-1.892
0.115,-0.027,1.035,-8.484,-3.418,-2.563
0.122,-0.046,1.028,-7.629,-2.014,-2.808
0.122,-0.058,1.027,-8.179,-1.343,-2.502
0.127,-0.060,1.011,-8.789,-0.549,-2.014
0.134,-0.057,1.002,-8.179,-0.610,-1.709
0.135,-0.048,0.984,-7.080,-0.916,-1.709
0.139,-0.055,0.977,-4.272,-1.831,-2.197
0.145,-0.069,1.010,-0.732,-3.418,-2.380
0.145,-0.079,1.027,0.549,-3.662,-2.502
0.145,-0.081,1.020,-0.061,-2.625,-2.380
0.143,-0.089,1.010,-0.916,-2.197,-1.953
0.139,-0.089,1.032,-1.648,-2.258,-0.793
0.136,-0.080,1.045,-2.502,-1.770,0.366
0.134,-0.064,1.026,-4.395,-0.244,1.160
0.132,-0.048,1.012,-4.456,1.038,1.587
0.134,-0.045,0.988,-3.296,1.343,1.465
0.130,-0.048,0.993,-1.160,0.732,1.526
0.127,-0.048,1.033,1.160,-0.793,1.770
0.125,-0.043,1.036,0.793,-0.366,1.709
0.124,-0.036,1.012,-0.977,1.038,1.221
0.125,-0.026,0.992,-1.404,0.793,0.305
0.132,-0.037,0.982,0.061,-0.061,-0.854
0.129,-0.053,1.010,2.136,-1.587,-1.831
0.130,-0.069,1.023,2.258,-1.770,-2.136
0.132,-0.082,1.024,1.526,-1.465,-2.197
0.131,-0.080,1.014,0.610,-0.854,-2.075
0.130,-0.075,1.005,0.366,-0.671,-1.831
0.132,-0.088,1.002,0.732,-1.099,-1.770
0.129,-0.090,1.038,0.488,-1.953,-1.099
0.128,-0.079,1.046,-1.221,-1.038,-0.122
0.128,-0.075,1.018,-3.662,1.099,-0.061
0.130,-0.062,1.008,-4.944,0.610,-0.366
0.128,-0.068,1.022,-5.310,0.305,-0.854
0.127,-0.066,1.023,-6.714,0.427,-0.916
0.132,-0.059,1.014,-8.057,1.038,-0.793
0.127,-0.052,1.005,-8.301,0.977,-0.854
0.406,-1.494,1.033,29.663,-24.719,-45.654
0.413,-1.548,1.169,35.034,-22.949,2.136
0.395,-1.579,1.367,32.532,-14.099,51.636
0.342,-1.562,1.440,14.282,2.991,102.173
0.251,-1.413,1.347,-19.287,23.193,151.917
0.177,-1.261,1.161,-51.331,42.603,196.716
-0.100,-0.971,1.260,-75.439,63.293,235.046
0.072,-0.879,0.255,-89.539,97.229,267.700
-0.168,-0.512,0.522,-88.867,29.297,281.067
-0.259,-0.369,0.725,-72.083,-3.845,298.035
-0.213,-0.180,0.780,-63.354,-3.662,310.364
-0.232,0.123,0.868,-62.988,-10.132,314.270
-0.381,0.846,1.236,-58.350,-3.723,294.617
-0.413,1.128,1.089,-66.284,13.123,265.015
-0.370,1.405,0.910,-62.500,21.729,228.271
-0.285,1.499,0.762,-40.955,21.973,180.359
-0.195,1.510,0.724,-14.404,13.855,126.953
-0.204,1.460,0.724,5.981,4.456,72.449
-0.076,1.342,0.675,20.874,-1.465,20.874
-0.023,1.297,0.540,29.907,-12.817,-22.461
-0.272,1.290,0.619,46.631,-37.781,-64.331
-0.294,1.118,0.787,79.590,-49.377,-109.558
-0.274,0.926,0.836,106.873,-44.006,-151.062
-0.304,0.783,0.950,117.371,-43.274,-187.561
-0.329,0.647,1.013,115.906,-43.884,-219.482
-0.320,0.436,1.064,111.755,-44.678,-246.765
-0.298,0.116,1.187,109.741,-45.654,-270.386
-0.297,-0.187,1.222,104.675,-36.804,-286.499
-0.232,-0.449,1.230,91.797,-20.813,-290.344
-0.177,-0.625,1.212,74.280,-5.615,-282.532
-0.141,-0.821,1.154,61.401,9.460,-269.653
-0.041,-1.014,1.167,47.058,19.958,-252.441
0.054,-1.162,1.217,28.625,26.367,-225.586
0.150,-1.327,1.188,5.432,41.260,-191.650
0.237,-1.456,0.964,-16.479,55.115,-151.794
0.316,-1.596,0.746,-22.705,51.941,-106.750
0.400,-1.776,0.745,-5.798,30.640,-58.044
0.427,-1.905,0.955,20.386,-11.536,48.584
0.346,-1.761,1.326,16.235,10.010,108.826
0.167,-1.466,1.140,-28.931,29.236,168.579
0.061,-1.240,0.988,-63.171,34.241,213.501
-0.032,-1.044,0.890,-74.280,29.541,248.169
-0.121,-0.835,0.792,-80.933,22.217,274.963
-0.204,-0.553,0.645,-86.426,18.555,295.593
-0.219,-0.259,0.548,-82.031,12.329,307.495
-0.225,-0.029,0.558,-71.289,-0.183,307.922
-0.242,0.211,0.781,-62.256,-15.137,302.734
-0.230,0.429,0.985,-55.847,-21.301,293.091
-0.280,0.642,1.055,-52.979,-15.686,277.832
-0.310,0.890,1.059,-45.654,-7.141,259.521
-0.329,1.097,1.090,-24.353,-1.526,237.061
-0.254,1.166,1.203,11.475,0.916,205.322
-0.195,1.062,1.254,44.006,5.676,165.466
-0.111,0.872,1.037,75.806,26.001,88.867
-0.090,0.705,0.949,68.054,21.240,69.031
-0.015,0.700,0.802,37.231,22.522,51.208
0.008,0.634,0.695,11.536,18.494,29.602
0.057,0.384,0.911,20.386,0.244,4.272
0.094,0.137,1.234,46.753,-9.338,-15.320
0.087,0.055,1.260,42.725,-1.099,-24.048
0.026,0.131,1.059,13.977,13.550,-29.907
0.100,0.109,0.899,-3.052,18.005,-42.297
0.104,0.011,0.927,-5.554,9.583,-56.519
0.119,-0.049,0.946,-10.986,1.038,-67.078
0.125,-0.049,0.944,-20.325,-2.441,-72.571
0.136,-0.039,0.823,-28.442,-5.066,-76.477
0.096,0.001,0.786,-28.931,-12.634,-80.139
0.102,-0.014,0.816,-14.771,-19.409,-85.388
0.098,-0.098,0.938,6.042,-26.001,-89.783
0.125,-0.178,1.063,19.470,-29.175,-90.454
0.092,-0.251,1.117,23.865,-27.161,-86.670
0.102,-0.295,1.208,24.048,-25.635,-63.721
0.136,-0.303,1.183,13.184,-9.888,-59.814
0.119,-0.266,1.172,7.629,-3.845,-49.927
0.146,-0.242,1.154,1.221,1.160,-42.542
0.121,-0.182,1.104,-8.911,7.019,-36.804
0.139,-0.142,1.025,-16.907,10.193,-33.569
0.135,-0.109,0.946,-20.325,10.864,-31.921
0.139,-0.102,0.902,-19.043,6.470,-31.006
0.168,-0.107,0.855,-14.709,2.808,-30.334
0.163,-0.087,0.900,-7.080,-2.075,-28.809
0.162,-0.066,0.979,1.160,-5.920,-27.954
0.152,-0.053,1.014,4.395,-6.226,-27.283
0.152,-0.056,1.053,4.272,-5.981,-26.917
0.159,-0.063,1.053,4.089,-3.418,-26.123
0.148,-0.067,1.052,4.211,-1.038,-24.292
0.160,-0.084,1.075,4.639,-0.183,-22.705
0.155,-0.083,1.083,3.113,1.953,-21.729
0.155,-0.086,1.040,-0.366,4.639,-20.752
0.149,-0.087,1.028,-3.540,4.395,-20.020
0.158,-0.104,0.993,-5.310,4.639,-20.081
0.154,-0.110,0.950,-5.737,4.639,-19.165
0.157,-0.115,0.933,-3.845,2.502,-17.761
0.172,-0.125,0.955,0.244,-0.488,-16.113
0.150,-0.118,1.010,3.296,-3.418,-14.465
0.143,-0.113,1.049,3.967,-3.723,-12.756
0.141,-0.105,1.041,2.319,-2.014,-10.986
0.134,-0.084,1.024,0.122,-1.160,-9.644
0.134,-0.070,1.003,-0.366,-0.366,-9.094
0.131,-0.065,1.015,0.244,-0.916,-9.155
0.124,-0.066,1.029,0.061,-1.404,-9.583
0.129,-0.072,1.013,-1.282,-0.854,-10.376
0.126,-0.070,0.973,-2.441,-2.502,-11.414
0.131,-0.086,0.977,0.000,-3.906,-12.146
0.136,-0.112,0.974,2.014,-4.700,-12.085
0.140,-0.102,0.969,3.113,-5.432,-10.803
0.136,-0.113,0.970,5.249,-6.226,-9.827
0.146,-0.138,1.004,8.423,-8.850,-8.667
0.135,-0.140,1.038,8.911,-10.193,-5.920
0.124,-0.120,1.031,7.385,-8.057,-3.113
0.128,-0.137,1.053,8.423,-7.080,-1.648
0.127,-0.136,1.066,8.057,-6.836,0.427
0.123,-0.119,1.026,4.944,-4.211,2.625
0.118,-0.092,1.025,4.028,-3.479,4.089
0.115,-0.085,1.028,4.456,-3.479,4.089
0.115,-0.089,1.026,3.784,-3.174,3.296
0.116,-0.091,1.029,2.747,-2.869,2.869
0.114,-0.093,1.042,1.831,-2.625,2.686
0.116,-0.095,1.037,0.977,-1.831,2.136
-0.626,1.622,0.954,18.555,-24.231,-128.235
-0.693,1.647,0.928,52.673,-32.532,-201.660
-0.769,1.245,1.110,88.379,-46.448,-277.527
-0.778,0.678,1.307,100.037,-50.720,-342.651
-0.546,0.050,1.394,66.528,-30.640,-384.216
-0.397,-0.591,1.452,17.151,-4.333,-409.729
-0.262,-0.949,1.311,-24.048,25.757,-404.602
-0.198,-1.012,1.282,-59.631,35.828,-369.080
-0.089,-1.071,1.185,-80.933,39.185,-331.970
0.034,-1.182,1.012,-87.158,46.204,-297.363
0.136,-1.286,0.852,-83.618,49.072,-256.042
0.243,-1.396,0.734,-71.960,45.166,-209.473
0.314,-1.494,0.685,-54.199,36.255,-158.691
0.367,-1.565,0.729,-30.518,22.949,-105.896
0.389,-1.594,0.831,-3.418,10.010,-50.720
0.428,-1.573,0.817,22.400,6.714,4.700
0.384,-1.468,0.899,44.434,8.606,56.580
0.372,-1.427,1.130,59.448,8.728,102.173
0.300,-1.315,1.238,39.551,13.245,147.095
0.224,-1.223,1.187,8.179,26.794,190.247
0.097,-1.138,1.098,-8.423,44.678,227.905
-0.023,-1.054,1.018,-16.846,56.641,260.315
-0.145,-0.904,0.947,-22.705,58.167,291.687
-0.268,-0.647,0.948,-29.541,53.955,320.312
-0.562,-0.252,1.391,-32.471,51.208,341.614
-0.359,-0.067,0.498,-44.617,75.317,353.455
-0.539,0.429,1.107,-59.326,7.507,344.238
-0.473,0.646,1.230,-67.322,-4.944,334.290
-0.349,0.883,1.108,-75.256,9.033,311.768
-0.330,1.137,0.867,-81.421,22.766,281.677
-0.292,1.340,0.700,-67.749,21.912,245.117
-0.217,1.454,0.571,-36.377,17.517,199.524
-0.153,1.471,0.582,0.977,8.179,147.644
-0.131,1.406,0.710,35.156,-2.625,94.788
-0.051,1.211,0.804,57.495,-9.766,44.800
-0.109,1.034,0.797,62.256,-17.883,2.808
-0.128,0.990,0.719,66.650,-30.090,-30.823
-0.133,0.920,0.731,89.966,-39.856,-62.988
-0.213,0.876,0.793,116.028,-45.776,-97.961
-0.286,0.891,0.801,131.897,-50.293,-133.728
-0.362,0.869,0.881,140.503,-56.763,-170.349
-0.356,0.665,0.976,147.583,-61.951,-210.266
-0.362,0.353,1.040,145.142,-58.655,-247.009
-0.344,-0.008,1.162,136.780,-48.340,-275.452
-0.336,-0.351,1.277,125.000,-31.433,-289.673
-0.218,-0.770,1.359,111.572,-7.080,-290.283
-0.073,-1.159,1.276,97.107,16.968,-275.818
0.069,-1.488,1.097,78.552,34.058,-246.582
0.275,-1.771,0.764,57.617,48.157,-202.332
0.388,-1.999,0.660,47.668,31.311,-150.635
0.441,-2.063,0.663,48.218,5.249,-91.492
0.412,-1.883,0.832,48.462,-15.381,-26.917
0.311,-1.528,1.140,38.757,-21.606,32.410
0.178,-1.213,1.261,10.376,-4.333,74.829
0.109,-1.054,1.156,-22.644,13.428,101.440
0.056,-1.040,1.237,-45.288,1.831,112.854
0.080,-1.213,1.352,-56.091,-2.319,128.784
0.071,-1.293,1.255,-72.449,12.085,161.560
0.017,-1.217,0.968,-94.299,32.349,203.552
-0.103,-1.003,0.823,-105.042,36.255,241.272
-0.268,-0.294,0.597,-109.558,30.945,289.612
-0.275,0.071,0.599,-107.605,17.151,291.138
-0.291,0.379,0.794,-101.746,1.038,280.945
-0.240,0.574,0.935,-92.407,-3.601,260.132
-0.209,0.726,1.012,-88.074,1.343,234.802
-0.183,0.788,1.066,-81.909,7.080,206.299
-0.179,0.854,1.011,-63.904,18.616,151.428
-0.109,0.943,0.775,-43.579,20.386,122.986
-0.132,0.927,0.771,-16.174,16.541,93.872
-0.043,0.835,0.842,10.498,10.681,65.063
-0.021,0.736,0.917,26.672,7.263,40.283
0.011,0.645,0.962,26.672,1.648,19.104
0.049,0.557,0.854,20.447,-1.770,1.038
-0.017,0.484,0.816,27.039,-10.315,-15.442
0.047,0.354,1.000,49.316,-18.433,-33.325
0.084,0.212,0.969,63.293,-9.277,-49.805
0.104,0.120,1.005,63.721,-9.094,-62.195
0.116,0.060,1.008,58.105,-10.498,-71.533
0.108,0.032,0.968,48.889,-10.986,-79.895
0.106,0.003,0.937,40.833,-13.245,-87.585
0.113,-0.013,0.963,35.034,-16.907,-94.421
0.088,-0.038,1.031,29.907,-20.447,-101.013
0.064,-0.083,1.139,24.719,-22.461,-107.056
0.073,-0.147,1.224,17.395,-18.921,-111.267
0.047,-0.205,1.241,7.385,-10.986,-112.244
0.062,-0.325,1.125,0.366,-1.831,-110.840
0.100,-0.453,0.936,-2.502,4.150,-104.370
0.158,-0.533,0.855,-0.183,1.038,-92.041
0.162,-0.565,0.870,7.629,-4.822,-75.684
0.191,-0.561,0.968,16.296,-10.132,-59.570
0.155,-0.494,1.076,16.724,-12.024,-43.274
0.136,-0.408,1.132,10.193,-9.521,-29.419
0.105,-0.306,1.138,1.587,-4.395,-19.653
0.097,-0.226,1.117,-6.470,-1.038,-13.733
0.098,-0.173,1.077,-12.939,1.892,-11.353
0.099,-0.128,1.069,-17.578,2.686,-11.292
0.073,-0.098,1.069,-20.203,1.404,-12.024
0.101,-0.124,1.044,-21.973,2.808,-14.221
0.100,-0.128,1.001,-25.269,6.042,-15.625
0.114,-0.142,0.943,-25.696,5.493,-14.893
0.126,-0.146,0.918,-23.071,3.296,-12.939
0.135,-0.143,0.957,-18.250,-0.183,-10.559
0.133,-0.142,0.998,-13.306,-1.892,-8.118
0.136,-0.138,1.022,-10.254,-0.488,-2.869
0.130,-0.111,1.036,-9.888,0.000,-0.854
0.128,-0.099,1.036,-10.620,0.549,1.587
0.123,-0.068,1.015,-12.268,2.258,4.028
0.119,-0.047,1.000,-11.597,3.113,4.517
0.121,-0.042,0.993,-8.728,2.441,4.150
0.123,-0.055,0.984,-5.737,1.221,3.540
0.122,-0.059,1.000,-4.028,0.061,3.662
0.120,-0.051,1.015,-3.906,-0.305,4.517
0.121,-0.053,1.019,-3.845,-0.305,4.211
0.120,-0.054,1.018,-3.540,0.000,3.540
0.117,-0.049,1.013,-2.991,0.488,3.113
0.117,-0.056,1.001,-1.953,0.732,2.380
0.126,-0.079,1.000,0.244,0.183,1.526
0.121,-0.092,1.011,2.563,-0.427,1.770
0.114,-0.088,1.018,2.808,-0.061,2.686
0.624,-1.893,0.827,70.129,-43.213,-46.509
0.672,-1.988,1.118,97.290,-53.833,11.536
0.595,-1.964,1.431,99.731,-47.607,77.454
0.443,-1.726,1.506,66.284,-19.104,146.118
0.206,-1.423,1.360,21.301,19.043,207.825
0.046,-1.206,1.092,-6.348,52.979,250.549
-0.110,-1.018,0.840,-16.846,72.571,279.480
-0.246,-0.818,0.599,-20.264,75.439,300.232
-0.728,-0.457,1.040,-19.592,62.500,315.857
-0.002,-0.452,-0.240,-15.869,63.232,332.825
-0.503,-0.055,0.557,-8.850,-97.107,303.955
-0.516,-0.051,1.082,-4.944,-164.978,283.752
-0.424,-0.116,1.729,-1.282,-152.588,277.466
-0.360,0.128,1.649,-30.151,-77.148,292.664
-0.410,0.396,1.319,-66.223,-19.043,296.997
-0.417,0.654,1.272,-75.989,-8.484,282.288
-0.356,0.821,1.109,-73.547,13.245,228.638
-0.209,0.972,0.796,-43.762,17.395,195.496
-0.167,1.026,0.792,-22.522,13.489,161.133
-0.159,1.058,0.858,-4.028,7.996,124.084
-0.141,1.054,0.923,9.521,4.883,85.083
-0.069,1.004,0.922,15.930,4.089,45.654
-0.044,0.902,0.822,17.212,0.244,6.958
-0.097,0.708,0.860,28.625,-11.047,-30.579
-0.040,0.490,0.966,47.180,-16.296,-61.768
-0.033,0.514,0.928,53.040,-10.315,-83.496
-0.176,0.647,1.015,50.171,-13.794,-105.103
-0.292,0.800,0.949,47.729,-13.062,-134.216
-0.353,0.937,0.962,48.645,-16.907,-171.326
-0.442,0.847,1.068,55.359,-26.123,-220.886
-0.479,0.511,1.115,57.861,-28.442,-271.545
-0.407,0.095,1.161,58.044,-22.583,-307.373
-0.322,-0.291,1.191,53.284,-6.470,-323.730
-0.226,-0.586,1.112,43.396,16.541,-307.312
-0.018,-1.026,1.005,16.418,50.415,-281.250
0.066,-1.168,0.944,5.310,48.889,-250.488
0.164,-1.308,0.951,-1.038,29.907,-221.313
0.238,-1.423,0.898,-5.981,14.038,-186.462
0.276,-1.431,0.885,-8.484,-1.709,-143.066
0.309,-1.394,0.879,-4.089,-12.634,-97.839
0.306,-1.295,0.903,2.441,-17.761,-55.176
0.288,-1.180,1.022,8.240,-15.930,-16.296
0.268,-1.072,1.212,7.141,-5.798,16.846
0.220,-0.996,1.333,-9.827,9.949,47.852
0.190,-0.971,1.374,-29.541,26.428,76.355
0.174,-0.963,1.353,-44.006,39.551,104.126
0.180,-0.959,1.223,-59.937,52.551,131.104
0.173,-0.889,1.005,-76.904,66.528,158.386
0.146,-0.856,0.808,-82.642,75.195,185.181
0.187,-0.725,0.740,-74.585,83.435,215.820
0.028,-0.653,0.366,-63.538,81.238,244.873
-0.094,-0.385,0.622,-50.781,10.559,250.305
-0.188,-0.258,0.966,-31.860,-13.550,259.705
-0.181,-0.088,0.936,-26.611,0.061,270.752
-0.225,0.200,0.875,-34.851,9.644,274.658
-0.242,0.434,0.983,-40.771,1.343,264.221
-0.253,0.645,1.076,-43.762,2.075,222.900
-0.181,1.014,1.059,-43.823,11.597,193.237
-0.138,1.091,0.966,-40.222,16.174,157.410
-0.105,1.070,0.862,-32.227,17.700,119.141
-0.041,0.925,0.822,-17.822,15.808,82.397
0.026,0.727,0.815,-2.136,12.756,52.002
0.099,0.529,0.814,11.169,8.362,30.701
0.112,0.377,0.874,24.414,2.197,16.602
0.106,0.281,0.945,31.372,-4.150,9.583
0.081,0.235,1.015,38.879,-8.179,4.333
0.146,0.115,0.996,50.720,-3.723,-0.732
0.166,0.074,0.960,57.190,2.563,-4.150
0.165,0.050,0.972,57.617,1.099,-8.057
0.190,-0.001,0.984,54.626,-1.709,-13.184
0.207,-0.063,0.992,46.631,-4.211,-18.250
0.213,-0.112,1.001,36.621,-6.714,-21.667
0.223,-0.154,0.984,28.503,-7.996,-23.010
0.229,-0.204,0.984,22.888,-9.521,-22.644
0.237,-0.242,0.995,20.203,-10.742,-19.592
0.217,-0.248,1.039,18.433,-11.902,-14.771
0.204,-0.235,1.069,15.381,-11.658,-9.766
0.185,-0.201,1.056,10.498,-8.667,-4.822
0.171,-0.157,1.025,5.737,-6.226,-1.099
0.160,-0.104,1.024,4.333,-3.967,2.991
0.135,-0.002,1.028,3.479,-3.418,2.380
0.127,0.028,1.035,2.930,-3.418,0.183
0.131,0.028,1.024,2.136,-3.601,-2.136
0.133,0.011,1.013,1.770,-3.845,-4.578
0.130,0.002,1.029,2.197,-4.395,-6.409
0.135,-0.010,1.021,1.038,-4.761,-8.240
0.142,-0.036,1.008,0.549,-4.578,-10.498
0.143,-0.050,1.010,1.099,-4.700,-11.658
0.137,-0.048,1.016,1.526,-4.333,-12.329
0.146,-0.052,1.010,1.526,-3.357,-13.367
0.155,-0.068,0.979,1.892,-2.380,-14.709
0.162,-0.090,0.977,3.418,-3.052,-15.137
0.155,-0.106,1.015,5.798,-4.639,-14.526
0.161,-0.114,1.033,3.662,-3.845,-11.536
0.161,-0.112,1.015,1.892,-3.540,-9.766
0.155,-0.100,1.011,1.221,-3.357,-8.179
0.149,-0.086,1.018,0.793,-3.296,-6.958
0.146,-0.076,1.015,0.366,-2.991,-6.592
0.145,-0.065,1.012,-0.183,-2.563,-6.287
0.143,-0.059,1.004,-0.183,-2.441,-6.226
0.143,-0.067,1.002,0.671,-2.380,-6.287
0.142,-0.073,1.028,2.197,-2.808,-6.042
0.141,-0.076,1.041,2.197,-2.625,-5.249
0.143,-0.069,1.020,0.854,-1.221,-4.639
0.142,-0.060,1.005,0.427,-0.244,-4.272
0.143,-0.056,1.002,0.977,-0.366,-4.517
0.150,-0.067,1.000,1.953,-0.366,-5.127
0.146,-0.089,1.014,3.723,-0.549,-5.249
0.146,-0.112,1.026,3.784,-0.610,-4.517
0.160,-0.132,1.029,2.869,-0.732,-3.235
0.162,-0.131,1.015,1.343,-0.366,-2.014
0.156,-0.112,1.001,0.000,0.183,-0.366
0.151,-0.091,1.005,0.305,0.122,0.793
0.147,-0.076,1.010,0.305,-0.366,0.366
0.147,-0.068,1.003,-0.610,-0.427,-0.183
0.143,-0.071,1.013,-0.244,-0.549,-0.427
0.143,-0.072,1.014,-0.488,-0.671,-0.488
0.143,-0.075,1.017,-0.427,-0.488,-0.610
0.143,-0.076,1.018,-0.427,-0.305,-0.671
-0.635,1.579,1.144,106.689,-33.997,-210.693
-0.613,1.190,1.089,110.168,-47.119,-282.776
-0.494,0.565,1.162,93.201,-55.847,-341.064
-0.381,-0.040,1.164,68.909,-32.837,-380.310
-0.261,-0.469,1.116,34.912,-1.709,-391.235
-0.184,-0.711,0.999,0.488,25.085,-378.357
-0.164,-0.814,1.015,-28.625,30.029,-355.530
-0.052,-1.084,1.003,-41.077,31.677,-326.904
0.064,-1.475,0.904,-29.602,35.278,-290.955
0.246,-1.765,0.812,-16.968,31.799,-240.356
0.350,-1.922,0.760,16.235,12.634,-109.558
0.400,-1.829,0.806,29.663,4.089,-42.358
0.305,-1.518,0.883,36.865,0.671,19.531
0.232,-1.290,0.988,40.771,2.930,65.857
0.132,-1.122,1.179,33.264,0.305,98.999
0.080,-1.003,1.265,12.146,3.601,126.709
0.080,-0.991,1.247,-9.949,14.221,152.039
0.103,-0.928,1.225,-30.823,25.818,178.406
0.049,-0.906,1.182,-46.753,42.664,200.806
-0.004,-0.859,1.033,-60.974,60.181,220.398
-0.067,-0.702,0.883,-71.167,64.392,241.455
-0.079,-0.446,0.729,-73.059,73.975,261.292
-0.184,-0.351,0.469,-69.580,67.505,270.752
-0.193,-0.180,0.770,-54.443,2.380,273.254
-0.195,-0.089,0.950,-39.856,-4.456,277.344
-0.176,0.123,0.903,-39.490,1.465,279.419
-0.223,0.396,0.907,-44.006,1.709,276.062
-0.200,0.666,1.017,-43.457,-5.798,262.573
-0.208,0.885,1.078,-42.786,-7.812,240.051
-0.152,1.053,1.019,-40.344,-2.014,209.351
-0.168,1.182,0.924,-30.518,3.845,172.668
-0.155,1.304,0.856,-11.963,3.357,131.897
-0.077,1.320,0.828,12.756,0.854,86.182
0.033,1.265,0.766,33.386,-2.869,36.194
-0.001,1.080,0.677,42.175,-16.724,-13.245
-0.159,1.155,0.755,48.645,-35.767,-52.429
-0.170,1.233,0.751,66.772,-35.950,-92.224
-0.301,1.314,0.836,85.693,-35.034,-143.860
-0.471,1.310,0.948,96.863,-41.443,-201.599
-0.566,1.147,0.961,107.666,-42.664,-263.550
-0.608,0.747,1.045,121.887,-45.471,-319.946
-0.590,0.191,1.106,130.310,-44.312,-361.328
-0.501,-0.326,1.129,123.901,-33.752,-383.362
-0.391,-0.697,1.225,109.802,-19.592,-384.460
-0.168,-0.978,1.156,85.815,7.629,-364.136
-0.163,-1.100,1.146,48.584,26.245,-331.543
-0.034,-1.348,1.026,27.649,28.625,-303.406
0.015,-1.564,1.046,27.771,27.649,-269.165
0.126,-1.716,1.083,29.114,29.602,-220.093
0.202,-1.753,1.026,20.935,35.278,-165.405
0.216,-1.741,0.909,7.141,38.635,-111.816
0.221,-1.697,0.831,-0.305,34.912,-59.021
0.249,-1.639,0.764,2.075,28.015,-8.850
0.242,-1.534,0.854,10.254,20.996,35.889
0.243,-1.460,0.998,14.038,17.456,74.341
0.177,-1.336,1.105,-5.615,14.099,109.924
0.129,-1.238,1.147,-34.668,19.348,143.127
0.104,-1.237,1.163,-50.171,32.593,174.438
-0.308,-1.125,1.366,-56.580,49.011,207.275
0.179,-0.958,0.532,-63.660,87.341,245.422
-0.246,-0.675,0.844,-74.097,50.110,262.451
-0.217,-0.396,0.744,-80.444,22.644,274.170
-0.246,-0.217,0.686,-78.369,17.639,282.227
-0.201,0.027,0.552,-77.332,7.629,285.645
-0.232,0.317,0.663,-70.190,-12.268,277.283
-0.176,0.483,0.933,-57.800,-32.104,256.958
-0.126,0.651,1.103,-57.190,-29.419,232.239
-0.106,0.790,1.097,-64.087,-14.587,204.407
-0.101,0.910,1.072,-66.833,-6.348,174.377
-0.073,1.009,1.013,-62.378,-1.953,142.639
-0.040,1.043,0.887,-51.697,3.723,109.009
-0.035,1.030,0.814,-35.217,4.517,73.853
0.034,0.935,0.760,-13.367,2.563,38.452
0.079,0.794,0.735,5.859,-2.075,7.446
0.092,0.622,0.793,18.616,-15.442,-17.761
0.010,0.432,0.937,33.264,-30.640,-37.842
0.078,0.171,1.116,56.396,-30.762,-51.758
0.153,-0.150,1.118,73.975,-15.076,-58.716
0.188,-0.349,1.149,78.369,-8.667,-55.115
0.225,-0.469,1.119,75.134,-3.113,-43.701
0.232,-0.500,1.083,66.162,-0.122,-29.053
0.244,-0.476,1.084,52.917,-0.549,-15.015
0.216,-0.406,1.036,36.377,1.831,-4.333
0.209,-0.327,0.979,20.325,2.930,1.892
0.186,-0.279,0.970,9.888,0.793,4.333
0.179,-0.258,0.994,3.723,-1.587,4.211
0.176,-0.237,0.993,-1.831,-1.038,4.272
0.170,-0.201,1.007,-6.409,-0.793,4.822
0.196,-0.177,1.009,-9.521,-0.366,5.188
0.153,-0.151,1.010,-13.245,-1.770,5.554
0.147,-0.110,1.074,-15.198,-4.272,6.165
0.158,-0.087,1.002,-15.930,-0.244,6.897
0.135,-0.024,1.025,-16.357,-1.282,7.019
