aX,aY,aZ,gX,gY,gZ
-1.170,-0.102,1.255,-27.588,-47.546,68.604
-0.955,-0.080,1.295,-39.368,-25.146,57.251
-0.739,-0.060,1.326,-43.396,1.038,48.767
-0.561,-0.046,1.327,-33.569,32.898,42.908
-0.527,-0.060,1.255,-15.808,73.303,36.438
-0.601,-0.091,1.149,-6.958,111.023,31.677
-0.694,-0.109,1.043,-13.977,140.198,32.532
-0.806,-0.122,0.951,-18.127,162.659,35.217
-0.901,-0.131,0.853,-7.385,176.453,41.931
-0.940,-0.146,0.758,8.667,181.213,48.950
-0.906,-0.148,0.692,10.559,178.162,55.481
-0.804,-0.134,0.659,-0.305,171.204,62.012
-0.679,-0.119,0.634,-5.615,164.612,67.139
-0.584,-0.112,0.599,0.122,161.011,70.984
-0.527,-0.107,0.561,8.362,158.447,75.317
-0.492,-0.099,0.521,13.428,154.175,79.529
-0.475,-0.090,0.489,15.381,147.583,82.336
-0.481,-0.082,0.456,17.212,139.099,83.435
-0.503,-0.075,0.424,20.081,127.747,83.008
-0.522,-0.070,0.397,22.339,113.220,81.238
-0.512,-0.060,0.379,21.851,94.788,79.163
-0.487,-0.050,0.371,18.799,73.608,75.317
-0.460,-0.040,0.371,13.916,51.880,69.885
-0.430,-0.027,0.383,9.277,30.029,64.453
-0.410,-0.016,0.404,6.775,8.484,58.655
-0.410,-0.008,0.432,5.066,-11.108,51.941
-0.421,-0.001,0.471,0.427,-30.701,45.471
-0.441,0.007,0.516,-6.592,-48.889,38.696
-0.480,0.016,0.567,-11.597,-64.697,32.288
-0.520,0.022,0.614,-12.756,-78.430,25.696
-0.554,0.024,0.666,-13.306,-90.820,18.311
-0.588,0.025,0.716,-16.602,-101.318,9.766
-0.618,0.024,0.769,-22.766,-109.741,0.427
-0.631,0.022,0.824,-28.503,-116.455,-8.667
-0.638,0.018,0.880,-30.701,-120.483,-17.517
-0.652,0.010,0.928,-30.029,-121.033,-25.208
-0.675,-0.001,0.971,-28.137,-117.798,-31.677
-0.693,-0.011,1.006,-26.428,-112.976,-37.109
-0.709,-0.022,1.043,-25.146,-106.628,-41.443
-0.716,-0.031,1.074,-23.254,-98.083,-44.250
-0.707,-0.040,1.101,-20.203,-88.318,-46.326
-0.701,-0.051,1.122,-17.212,-76.355,-48.584
-0.703,-0.064,1.134,-16.296,-61.707,-51.086
-0.693,-0.077,1.142,-16.602,-46.875,-53.589
-1.173,0.524,0.866,62.378,18.188,-8.545
-1.188,0.536,0.879,61.218,19.958,-23.376
-1.199,0.543,0.886,60.181,23.071,-40.222
-1.230,0.545,0.895,59.143,27.588,-60.181
-1.264,0.542,0.899,58.350,32.349,-81.909
-1.277,0.537,0.903,59.021,36.865,-103.821
-1.279,0.524,0.900,59.387,42.175,-127.258
-1.375,0.493,0.881,54.504,50.476,-153.076
-1.341,0.480,0.873,48.096,55.786,-175.049
-1.340,0.445,0.853,50.964,62.744,-200.623
-1.398,0.396,0.808,54.932,74.280,-226.746
-1.427,0.348,0.763,52.063,82.520,-250.793
-1.453,0.310,0.729,44.739,88.806,-273.499
-1.496,0.260,0.694,44.006,93.750,-296.387
-1.529,0.205,0.657,46.204,96.680,-317.627
-1.526,0.159,0.631,42.908,98.145,-334.534
-1.519,0.114,0.604,42.236,99.731,-348.328
-1.527,0.066,0.563,48.950,103.271,-359.009
-1.525,0.017,0.523,54.993,106.445,-366.028
-1.509,-0.024,0.488,56.030,107.666,-370.544
-1.504,-0.058,0.462,55.847,107.910,-372.986
-1.492,-0.091,0.428,61.462,107.788,-373.352
-1.499,-0.125,0.387,69.092,106.506,-373.474
-1.473,-0.177,0.340,68.176,104.858,-376.648
-1.466,-0.190,0.329,55.786,97.961,-375.183
-1.420,-0.198,0.308,50.537,93.262,-368.530
-1.421,-0.235,0.288,52.490,88.806,-371.582
-1.400,-0.238,0.278,51.086,87.891,-364.685
-1.348,-0.255,0.264,62.866,83.313,-357.788
-1.304,-0.271,0.236,79.346,80.872,-353.210
-1.255,-0.279,0.216,86.731,81.238,-348.877
-1.302,-0.314,0.191,87.280,82.153,-352.905
-1.337,-0.311,0.166,79.163,81.482,-349.731
-1.284,-0.328,0.145,74.707,74.280,-351.440
-1.261,-0.365,0.133,68.237,63.110,-361.328
-1.246,-0.377,0.130,54.626,55.481,-363.342
-1.216,-0.397,0.127,51.514,44.861,-365.845
-1.191,-0.423,0.122,54.199,35.645,-371.338
-1.199,-0.459,0.112,52.124,28.687,-380.127
-1.225,-0.500,0.109,40.222,21.729,-391.357
-1.228,-0.533,0.114,23.987,11.536,-397.400
-1.232,-0.564,0.126,11.658,-1.099,-400.452
-1.232,-0.609,0.127,4.517,-14.099,-403.564
-1.206,-0.640,0.139,-7.324,-29.358,-401.428
-1.199,-0.667,0.159,-20.325,-44.006,-397.278
-1.212,-0.695,0.173,-29.785,-60.303,-393.250
-1.190,-0.726,0.192,-39.551,-80.444,-390.076
-1.183,-0.757,0.227,-52.795,-103.821,-386.902
-1.184,-0.789,0.260,-67.200,-151.123,-371.887
-1.180,-0.842,0.357,-78.613,-174.316,-358.398
-1.175,-0.860,0.414,-72.510,-195.129,-338.745
-1.178,-0.877,0.461,-60.120,-212.585,-314.941
-1.213,-0.889,0.499,-49.377,-226.196,-290.283
-1.265,-0.895,0.534,-47.668,-238.220,-265.625
-1.322,-0.889,0.580,-52.612,-252.563,-241.943
-1.373,-0.873,0.637,-57.007,-270.996,-216.553
-1.419,-0.858,0.694,-54.749,-291.382,-191.040
-1.418,-0.840,0.748,-49.377,-311.279,-164.490
-1.113,-0.813,0.803,-44.373,-333.374,-137.634
-0.734,-0.813,0.902,-42.908,-368.835,-120.483
-1.342,-0.786,0.997,-53.711,-391.357,-101.196
-2.273,-0.629,0.973,-41.992,-372.070,-44.189
-2.788,-0.592,1.014,33.752,-404.663,-14.954
-2.946,-0.617,1.066,93.994,-445.801,-12.451
-2.938,-0.583,1.153,58.716,-446.777,-8.484
-2.694,-0.519,1.294,-12.146,-434.692,-7.874
-2.315,-0.472,1.452,-45.776,-414.612,-9.277
-1.996,-0.432,1.560,-35.339,-373.169,-5.798
-1.833,-0.403,1.616,-13.977,-312.988,-1.160
-1.575,-0.350,1.696,-17.822,-192.444,0.671
-1.372,-0.321,1.736,-20.264,-136.169,5.005
-1.228,-0.305,1.732,-7.080,-69.763,10.986
-1.291,-0.326,1.626,11.169,5.554,15.137
-1.428,-0.332,1.478,15.015,76.233,24.353
-1.506,-0.331,1.335,11.841,131.958,38.696
-1.574,-0.322,1.212,16.479,175.903,55.176
-1.605,-0.308,1.089,32.471,212.219,76.050
-1.592,-0.303,0.965,48.096,240.173,92.896
-1.458,-0.288,0.871,44.617,258.301,105.774
-1.287,-0.266,0.814,27.344,269.043,113.220
-1.154,-0.242,0.753,16.663,283.081,119.690
-1.075,-0.227,0.677,20.630,298.462,124.573
-1.024,-0.221,0.592,30.090,308.655,128.418
-0.987,-0.215,0.515,36.682,313.110,132.690
-0.967,-0.211,0.439,39.063,314.331,136.353
-0.960,-0.198,0.368,38.391,311.035,141.968
-0.923,-0.179,0.302,43.457,300.537,148.499
-0.851,-0.166,0.246,54.260,281.311,153.137
-0.780,-0.153,0.198,60.425,258.301,155.823
-0.725,-0.131,0.159,58.960,234.497,158.936
-0.667,-0.110,0.129,56.519,206.421,160.034
-0.587,-0.086,0.113,55.420,173.218,159.302
-0.523,-0.064,0.108,53.528,139.465,157.043
-0.489,-0.039,0.109,49.866,107.849,153.564
-0.448,-0.007,0.124,47.302,75.684,150.146
-0.412,0.021,0.145,46.997,43.640,144.531
-0.401,0.049,0.172,44.678,13.672,135.071
-0.396,0.074,0.209,36.011,-15.808,122.070
-0.405,0.092,0.260,21.667,-45.898,105.469
-0.432,0.108,0.320,5.005,-73.792,86.914
-0.474,0.114,0.387,-8.728,-99.670,67.322
-0.520,0.119,0.456,-17.822,-122.986,48.218
-0.561,0.115,0.524,-24.353,-143.921,29.053
-0.588,0.111,0.598,-31.860,-161.926,10.681
-0.609,0.103,0.674,-40.466,-175.964,-7.141
-0.639,0.091,0.752,-47.363,-184.631,-25.330
-0.670,0.078,0.820,-49.316,-188.049,-40.955
-0.694,0.059,0.880,-45.715,-188.049,-55.542
-0.706,0.038,0.937,-42.480,-185.181,-69.397
-0.722,0.019,0.989,-42.419,-178.223,-81.726
-0.760,-0.003,1.028,-41.992,-168.152,-93.628
-0.813,-0.033,1.061,-39.490,-156.677,-105.347
-0.845,-0.063,1.090,-37.964,-144.531,-114.441
-0.854,-0.092,1.120,-38.330,-132.751,-121.460
-0.857,-0.122,1.144,-38.025,-102.478,-128.662
-0.834,-0.174,1.174,-35.583,-84.778,-127.686
-0.817,-0.200,1.175,-31.677,-65.857,-124.756
-0.803,-0.225,1.169,-28.198,-44.556,-119.568
-0.788,-0.250,1.154,-24.658,-24.536,-113.220
