aX,aY,aZ,gX,gY,gZ
-3.026,-0.631,0.099,-121.277,32.410,-757.874
-3.043,-0.685,0.109,-119.202,6.409,-749.268
-3.063,-0.756,0.109,-120.667,-19.714,-745.178
-3.029,-0.823,0.142,-144.958,-50.720,-741.028
-2.981,-0.889,0.197,-184.387,-89.172,-730.164
-2.916,-0.940,0.273,-229.065,-130.981,-710.510
-2.817,-0.975,0.380,-266.235,-175.781,-682.129
-2.700,-1.007,0.481,-276.184,-218.872,-648.132
-2.586,-1.043,0.563,-257.568,-255.859,-609.497
-2.462,-1.085,0.622,-228.638,-287.415,-567.383
-2.313,-1.113,0.691,-212.036,-314.026,-522.217
-2.153,-1.125,0.767,-206.970,-335.632,-473.572
-2.027,-1.123,0.840,-198.120,-349.487,-420.349
-1.922,-1.110,0.902,-178.528,-356.628,-365.356
-1.802,-1.096,0.949,-153.748,-359.924,-309.448
-1.682,-1.072,1.003,-133.179,-358.826,-253.967
-1.610,-1.032,1.058,-114.197,-351.562,-147.583
-1.607,-0.956,1.097,-85.205,-319.336,-102.051
-1.562,-0.895,1.139,-86.426,-306.824,-57.800
-1.533,-0.837,1.180,-75.073,-294.189,-17.456
-1.527,-0.781,1.200,-54.138,-276.428,19.897
-1.516,-0.728,1.209,-39.612,-258.362,55.664
-1.495,-0.661,1.228,-36.560,-241.821,90.515
-1.494,-0.586,1.244,-32.959,-223.206,123.962
-1.502,-0.511,1.245,-19.714,-201.843,153.625
-1.516,-0.444,1.238,-2.625,-182.373,179.077
-1.529,-0.373,1.231,8.301,-163.452,199.463
-1.538,-0.306,1.219,9.277,-144.348,210.571
-1.515,-0.244,1.218,5.310,-127.686,214.539
-1.490,-0.180,1.219,3.967,-112.244,216.309
-1.462,-0.127,1.214,9.521,-95.703,214.050
-1.442,-0.084,1.203,16.174,-80.444,206.482
-1.418,-0.041,1.192,16.846,-65.735,195.190
-1.388,-0.005,1.189,12.573,-52.429,180.298
-1.346,0.025,1.182,9.583,-39.612,163.330
-1.301,0.050,1.173,10.437,-26.672,144.958
-1.239,0.067,1.159,12.207,-14.832,125.061
-1.086,0.081,1.145,9.277,-5.066,104.004
-0.896,0.091,1.149,2.625,-2.380,82.458
-0.900,0.099,1.153,-0.061,0.977,63.232
-1.087,0.096,1.094,15.137,17.395,48.279
-1.240,0.062,1.007,43.030,31.494,29.114
-1.376,-0.001,0.929,44.556,39.185,-0.671
-1.533,-0.029,0.875,7.568,46.692,-30.518
-1.611,-0.064,0.843,-25.391,47.485,-61.340
-1.562,-0.110,0.824,-34.668,38.391,-90.454
-1.399,-0.176,0.821,-43.152,29.053,-115.234
-1.206,-0.221,0.845,-71.167,24.780,-133.057
-0.996,-0.249,0.885,-95.703,26.062,-138.855
-0.793,-0.279,0.913,-86.975,33.142,-133.118
-0.657,-0.309,0.896,-51.819,49.377,-113.953
-0.571,-0.336,0.854,-18.616,68.787,-88.074
-0.569,-0.353,0.804,-5.737,86.914,-64.392
-0.604,-0.357,0.757,-7.874,103.271,-42.786
-0.629,-0.345,0.713,-6.104,113.525,-19.653
-0.637,-0.338,0.665,7.141,118.469,1.892
-0.632,-0.335,0.619,18.677,119.324,21.301
-0.604,-0.315,0.587,17.639,117.737,41.199
-0.576,-0.284,0.568,13.245,114.990,60.852
-0.566,-0.252,0.544,16.602,112.305,78.491
-0.554,-0.225,0.517,23.499,107.910,93.567
-0.505,-0.195,0.501,25.269,100.159,106.689
-0.476,-0.158,0.494,22.522,91.187,119.141
-0.498,-0.123,0.477,23.315,84.778,128.967
-0.534,-0.098,0.464,29.297,75.806,135.925
-0.561,-0.072,0.458,35.278,62.073,141.968
-0.613,-0.042,0.455,38.391,47.546,147.461
-0.674,-0.013,0.460,40.588,32.593,151.184
-0.711,0.017,0.475,41.931,14.038,152.466
-0.732,0.044,0.500,39.978,-5.310,149.292
-0.734,0.073,0.536,31.372,-24.048,142.578
-0.712,0.103,0.585,19.104,-41.504,133.484
-0.689,0.129,0.638,9.155,-55.359,121.826
-0.684,0.150,0.684,3.418,-64.697,107.971
-0.686,0.164,0.724,-0.366,-71.106,93.201
-0.684,0.177,0.766,-4.333,-75.500,78.003
-0.698,0.187,0.803,-8.118,-76.965,61.584
-0.732,0.189,0.832,-10.925,-76.233,43.640
-0.766,0.185,0.860,-14.587,-75.073,25.757
-0.789,0.182,0.888,-18.616,-73.730,8.972
-0.808,0.175,0.913,-21.118,-71.411,-6.714
-0.816,0.162,0.936,-23.254,-68.359,-23.010
-1.284,0.550,0.828,75.867,44.617,147.522
-1.384,0.572,0.830,70.618,50.476,148.560
-1.477,0.595,0.835,68.176,55.847,148.499
-1.542,0.617,0.844,73.364,59.753,146.729
-1.602,0.637,0.848,80.383,64.636,142.883
-1.657,0.653,0.856,82.458,69.641,135.681
-1.693,0.673,0.869,79.346,75.134,125.488
-1.724,0.699,0.880,77.698,84.290,114.380
-1.717,0.720,0.885,82.092,94.116,99.304
-1.693,0.739,0.888,84.961,103.821,78.186
-1.696,0.752,0.886,79.346,115.967,49.500
-1.707,0.762,0.883,70.496,129.150,15.808
-1.695,0.770,0.876,67.505,142.090,-19.348
-1.711,0.764,0.851,71.045,156.372,-58.289
-1.773,0.735,0.809,74.036,171.570,-102.173
-1.844,0.700,0.763,70.374,186.157,-145.996
-1.904,0.659,0.708,66.345,199.463,-190.186
-1.946,0.619,0.650,63.782,210.632,-235.107
-1.997,0.561,0.584,59.753,219.482,-283.020
-2.049,0.502,0.519,48.706,227.417,-332.764
-2.085,0.448,0.461,35.522,233.154,-379.578
-2.164,0.377,0.401,31.006,237.183,-429.199
-2.334,0.282,0.327,28.381,242.798,-479.858
-2.497,0.194,0.280,19.104,245.117,-524.109
-2.547,0.118,0.225,14.221,240.234,-558.838
-2.535,0.054,0.191,13.489,231.995,-592.651
-2.616,-0.043,0.134,11.536,229.736,-633.423
-2.835,-0.140,0.083,-1.465,229.858,-673.340
-3.021,-0.230,0.049,-17.761,221.375,-701.416
-3.133,-0.312,0.044,-32.349,201.538,-721.130
-3.134,-0.377,0.032,-41.260,179.687,-728.333
-3.124,-0.453,0.020,-45.471,158.447,-736.877
-3.137,-0.513,0.018,-60.791,137.451,-741.943
-3.135,-0.563,0.026,-83.557,113.281,-741.760
-3.095,-0.623,0.025,-105.835,83.984,-744.812
-3.057,-0.675,0.051,-134.460,51.941,-749.268
-3.024,-0.739,0.073,-153.076,18.799,-751.953
-2.988,-0.820,0.079,-168.274,-18.738,-747.131
-2.909,-0.868,0.156,-200.134,-61.218,-729.736
-2.824,-0.920,0.225,-220.093,-106.323,-705.994
-2.694,-0.980,0.298,-224.792,-150.452,-676.208
-2.567,-1.020,0.388,-229.797,-191.101,-635.742
-2.413,-1.049,0.483,-227.173,-226.440,-588.745
-2.265,-1.077,0.571,-215.881,-256.958,-541.199
-2.123,-1.099,0.644,-198.792,-279.480,-491.272
-2.015,-1.103,0.712,-176.331,-293.335,-436.523
-1.939,-1.105,0.754,-149.414,-299.561,-383.972
-1.889,-1.109,0.795,-127.441,-303.650,-336.426
-1.810,-1.104,0.838,-116.272,-307.861,-289.856
-1.693,-1.089,0.894,-114.746,-312.134,-242.798
-1.564,-1.059,0.961,-112.549,-312.378,-193.176
-1.437,-1.023,1.012,-99.304,-305.481,-142.090
-1.332,-0.980,1.053,-78.064,-292.419,-90.210
-1.268,-0.917,1.092,-57.739,-273.437,-39.368
-1.230,-0.854,1.115,-37.476,-250.488,5.005
-1.206,-0.781,1.118,-21.484,-227.539,45.654
-1.188,-0.710,1.119,-17.212,-204.712,79.102
-1.192,-0.637,1.124,-18.616,-183.899,103.760
-1.218,-0.567,1.123,-15.442,-163.879,124.146
-1.243,-0.509,1.106,-5.676,-146.484,140.259
-1.229,-0.465,1.092,2.014,-132.568,152.832
-1.229,-0.414,1.084,2.014,-121.033,165.833
-1.262,-0.355,1.072,1.648,-107.544,180.420
-1.288,-0.300,1.059,8.179,-97.168,203.613
-1.279,-0.197,1.039,23.865,-85.266,210.266
-1.252,-0.147,1.036,24.048,-81.238,211.670
-1.229,-0.096,1.039,20.264,-77.087,208.923
-1.216,-0.052,1.039,18.066,-71.350,200.623
-1.206,-0.015,1.040,18.677,-66.345,187.378
-1.177,0.013,1.040,20.264,-61.646,171.204
-1.152,0.036,1.041,21.057,-57.617,152.405
-1.146,0.057,1.044,19.592,-52.429,131.226
-1.129,0.069,1.038,17.212,-46.936,108.154
-1.065,0.074,1.037,12.634,-44.373,83.191
-0.952,0.079,1.045,5.066,-44.189,58.716
-0.929,0.077,1.064,-0.488,-47.729,36.560
-1.097,0.081,1.066,5.310,-44.250,20.813
-1.348,0.056,1.009,31.311,-33.142,6.775
-1.492,-0.002,0.957,48.584,-31.311,-16.541
-1.554,-0.038,0.948,18.982,-31.677,-41.626
-1.586,-0.048,0.981,-25.513,-31.433,-65.186
-1.563,-0.065,1.006,-35.217,-31.555,-84.167
-1.448,-0.117,1.024,-21.301,-31.128,-103.943
-1.294,-0.153,1.056,-54.749,-15.747,-125.366
-1.016,-0.184,1.128,-59.570,-0.427,-123.962
-0.877,-0.216,1.122,-36.804,19.897,-117.798
-0.740,-0.252,1.090,-16.541,43.823,-108.948
-0.674,-0.270,1.048,-14.221,69.763,-96.497
-0.644,-0.288,0.994,-13.977,95.093,-83.374
-0.624,-0.299,0.933,-2.686,115.173,-66.101
-0.632,-0.312,0.852,15.564,132.690,-46.204
-0.671,-0.327,0.769,25.696,147.095,-29.053
-0.706,-0.322,0.699,20.935,155.884,-10.742
-0.714,-0.306,0.644,16.541,158.508,7.629
-0.701,-0.298,0.593,22.217,156.738,24.231
-0.684,-0.286,0.544,29.297,152.893,41.138
-0.669,-0.266,0.505,30.701,147.156,58.960
-0.664,-0.241,0.474,29.846,138.794,74.951
-0.648,-0.213,0.448,31.067,128.113,89.233
-0.622,-0.187,0.430,34.119,99.243,112.427
-0.588,-0.130,0.412,39.368,86.670,120.728
-0.588,-0.103,0.409,39.673,71.533,125.732
-0.592,-0.076,0.412,37.048,55.298,128.479
-0.596,-0.051,0.422,32.959,38.330,128.601
-0.598,-0.028,0.443,27.649,20.569,126.526
-0.591,-0.002,0.474,21.973,3.540,124.878
-0.594,0.023,0.506,18.127,-10.681,122.681
-0.598,0.046,0.541,15.198,-23.437,118.469
-0.602,0.068,0.577,11.047,-34.851,112.305
-0.605,0.089,0.613,4.883,-44.861,103.760
-0.601,0.107,0.653,-1.892,-54.443,93.750
-0.607,0.121,0.693,-7.263,-62.805,82.825
-0.621,0.131,0.730,-11.230,-69.214,71.594
-0.641,0.140,0.768,-14.160,-74.341,60.852
-0.658,0.148,0.805,-16.479,-78.430,50.903
-0.667,0.158,0.843,-17.090,-80.811,42.236
-0.679,0.164,0.876,-15.808,-81.177,32.776
-0.692,0.165,0.905,-15.320,-79.834,21.362
-0.693,0.165,0.933,-17.700,-77.148,8.423
-1.326,0.537,0.859,-62.927,-60.547,83.740
-1.394,0.590,0.920,-37.476,-65.369,90.576
-1.472,0.587,0.928,27.527,-63.904,91.248
-1.554,0.593,0.942,49.255,-61.890,90.759
-1.623,0.633,0.992,19.958,-60.059,88.928
-1.697,0.680,1.046,-3.845,-54.810,82.642
-1.796,0.704,1.080,7.629,-43.030,72.693
-1.897,0.707,1.093,33.081,-28.259,59.509
-1.988,0.714,1.107,39.124,-11.902,44.739
-2.066,0.734,1.130,28.076,6.592,27.710
-2.116,0.750,1.149,22.705,27.222,7.263
-2.118,0.765,1.161,27.649,51.025,-14.893
-2.144,0.772,1.159,35.767,81.421,-40.100
-2.205,0.766,1.136,41.809,117.676,-70.557
-2.274,0.751,1.096,47.119,155.334,-102.234
-2.298,0.730,1.037,57.129,193.909,-133.118
-2.245,0.706,0.955,70.251,233.704,-164.429
-2.210,0.662,0.855,76.599,273.315,-201.660
-2.254,0.607,0.738,71.533,313.904,-242.493
-2.316,0.554,0.616,64.148,350.281,-282.288
-2.431,0.490,0.489,59.326,379.761,-323.914
-2.559,0.404,0.359,53.162,406.250,-366.211
-2.579,0.364,0.233,43.945,426.270,-399.048
-2.541,0.316,0.110,39.063,438.904,-428.650
-2.648,0.242,-0.011,27.100,449.463,-474.182
-2.798,0.179,-0.125,-1.160,458.130,-517.578
-2.982,0.076,-0.223,-28.198,453.125,-568.176
-3.126,-0.010,-0.271,-57.312,433.838,-611.633
-3.139,-0.087,-0.332,-74.707,404.785,-641.113
-3.092,-0.153,-0.362,-83.069,370.972,-667.419
-3.140,-0.339,-0.392,-106.995,312.073,-736.572
-3.271,-0.417,-0.376,-126.099,271.545,-759.460
-3.310,-0.498,-0.349,-147.888,225.464,-781.006
-3.383,-0.600,-0.314,-178.833,176.880,-807.861
-3.437,-0.689,-0.255,-222.046,120.728,-823.730
-3.453,-0.763,-0.185,-271.790,56.274,-825.745
-3.466,-0.832,-0.097,-325.012,-10.010,-826.233
-3.492,-0.886,0.026,-373.230,-79.956,-820.007
-3.487,-0.934,0.152,-398.621,-151.428,-800.720
-3.484,-0.985,0.293,-406.921,-219.360,-776.367
-3.456,-1.025,0.448,-407.593,-281.433,-745.300
-3.398,-1.058,0.593,-398.926,-337.402,-657.043
-3.210,-1.112,0.831,-344.727,-425.049,-606.140
-3.057,-1.127,0.929,-313.965,-457.153,-550.232
-2.887,-1.137,1.023,-287.354,-475.891,-492.981
-2.681,-1.125,1.111,-263.428,-482.056,-432.373
-2.493,-1.109,1.195,-234.924,-481.689,-373.230
-2.283,-1.085,1.280,-209.412,-471.863,-317.078
-2.095,-1.055,1.352,-188.416,-449.341,-262.695
-1.938,-1.013,1.411,-167.664,-417.725,-209.595
-1.816,-0.975,1.462,-145.813,-378.662,-161.011
-1.734,-0.933,1.494,-125.244,-333.069,-119.385
-1.631,-0.892,1.511,-109.863,-284.180,-80.688
-1.496,-0.840,1.540,-101.746,-239.319,-42.175
-1.322,-0.787,1.551,-90.698,-192.749,-3.723
-1.206,-0.730,1.541,-73.669,-143.188,65.002
-1.278,-0.601,1.400,-43.945,-38.635,110.535
-1.311,-0.528,1.320,-37.354,0.183,146.851
-1.330,-0.462,1.238,-31.799,32.532,179.382
-1.357,-0.396,1.159,-24.597,59.814,208.252
-1.406,-0.331,1.074,-18.127,82.458,233.887
-1.456,-0.267,0.996,-13.489,101.074,254.395
-1.472,-0.205,0.926,-9.338,112.244,269.592
-1.477,-0.149,0.865,-4.944,116.760,278.687
-1.476,-0.096,0.807,-1.038,116.882,283.203
-1.453,-0.042,0.763,1.587,112.061,283.813
-1.377,0.005,0.733,3.479,101.074,278.503
-1.279,0.047,0.713,2.808,88.501,268.250
-1.207,0.090,0.700,-0.427,78.003,256.287
-1.169,0.132,0.680,-2.380,69.336,243.103
-1.083,0.169,0.662,-0.427,57.983,226.868
-0.782,0.203,0.651,2.197,38.513,208.496
-0.591,0.229,0.679,2.441,9.521,189.819
-0.757,0.261,0.704,7.935,-8.484,176.025
-1.018,0.297,0.678,37.170,-11.597,166.809
-1.123,0.300,0.646,83.374,-28.320,142.639
-1.162,0.266,0.635,96.375,-54.260,97.473
-1.223,0.253,0.663,50.293,-74.280,46.692
-1.284,0.248,0.716,-9.460,-89.233,-3.113
-1.307,0.214,0.772,-33.691,-105.774,-50.903
-1.296,0.154,0.816,-34.485,-118.530,-92.957
-1.271,0.092,0.867,-44.739,-125.732,-126.038
-1.214,0.055,0.931,-64.331,-127.075,-145.264
-1.142,0.022,0.989,-68.726,-122.131,-155.579
-1.083,-0.024,1.017,-52.490,-110.046,-163.086
-1.036,-0.079,1.028,-36.072,-92.468,-167.419
-1.019,-0.128,1.031,-32.715,-71.411,-168.823
-1.037,-0.174,1.022,-35.950,-49.744,-169.434
-1.055,-0.222,1.007,-34.302,-30.701,-167.969
-1.038,-0.268,0.990,-27.222,-14.465,-162.415
-0.992,-0.311,0.973,-20.386,12.939,-141.113
-0.826,-0.370,0.938,-19.836,27.161,-125.854
-0.762,-0.392,0.915,-14.099,41.687,-107.910
-0.729,-0.412,0.879,-4.395,57.312,-88.196
-0.687,-0.424,0.836,4.883,70.984,-66.406
-0.673,-0.437,0.796,10.925,82.153,-45.959
-0.692,-0.434,0.748,13.855,93.079,-24.231
-0.714,-0.433,0.699,20.935,100.281,-2.991
-0.741,-0.422,0.648,29.968,103.577,18.799
-0.767,-0.403,0.598,34.546,104.370,41.260
-0.773,-0.378,0.560,33.630,99.915,61.096
-0.759,-0.342,0.536,30.518,91.431,80.200
-0.750,-0.304,0.517,31.067,81.970,96.985
-0.756,-0.266,0.502,34.851,71.594,111.816
-0.762,-0.226,0.496,37.109,59.814,125.061
-0.755,-0.184,0.496,35.217,46.814,135.742
-0.746,-0.140,0.510,29.846,33.142,143.799
-0.750,-0.089,0.524,26.184,21.362,151.062
-0.752,-0.046,0.544,26.855,10.071,154.663
-0.749,-0.009,0.565,27.344,-0.732,153.625
-0.761,0.028,0.590,22.461,-9.338,151.123
-0.777,0.067,0.615,16.785,-17.273,146.484
-0.781,0.095,0.642,13.550,-25.757,137.939
-0.784,0.122,0.672,9.827,-33.813,127.502
-0.784,0.147,0.705,4.639,-40.283,116.638
-0.781,0.166,0.738,-0.610,-45.715,103.210
-0.776,0.181,0.771,-6.042,-49.133,88.379
-0.763,0.195,0.805,-10.254,-50.415,73.853
-0.746,0.202,0.835,-11.658,-49.316,58.411
-1.177,0.535,0.930,28.503,2.930,89.844
-1.221,0.561,0.939,31.189,9.766,91.858
-1.264,0.584,0.949,38.452,15.991,91.736
-1.311,0.606,0.952,42.114,23.987,89.111
-1.359,0.626,0.962,41.443,32.776,83.313
-1.421,0.646,0.965,41.565,44.006,75.989
-1.460,0.665,0.964,47.852,55.725,67.322
-1.490,0.675,0.959,56.213,67.383,56.152
-1.503,0.691,0.954,60.242,79.773,42.053
-1.495,0.703,0.950,60.059,92.529,24.536
-1.484,0.714,0.938,60.181,108.521,3.113
-1.465,0.717,0.916,65.186,125.488,-20.386
-1.453,0.708,0.874,72.632,143.921,-47.607
-1.436,0.691,0.825,76.599,162.476,-76.782
-1.463,0.662,0.766,74.951,180.847,-107.788
-1.515,0.622,0.697,70.435,198.792,-140.564
-1.528,0.584,0.630,66.223,211.670,-172.852
-1.514,0.552,0.571,62.317,219.910,-204.590
-1.555,0.501,0.502,59.814,229.553,-239.563
-1.609,0.448,0.432,54.871,236.145,-273.376
-1.635,0.395,0.377,47.424,235.291,-306.824
-1.663,0.334,0.325,41.992,231.873,-339.966
-1.697,0.275,0.272,35.339,228.149,-371.826
-1.772,0.209,0.231,28.259,222.046,-402.771
-1.847,0.137,0.172,24.536,213.562,-431.458
-1.882,0.077,0.139,16.479,199.280,-454.651
-1.838,0.028,0.120,9.216,181.213,-475.403
-1.826,-0.028,0.097,1.465,166.504,-499.329
-1.893,-0.107,0.076,-10.132,154.236,-528.076
-1.936,-0.162,0.080,-27.771,137.573,-550.171
-1.944,-0.215,0.072,-37.903,119.690,-566.040
-2.001,-0.294,0.067,-40.283,100.220,-589.050
-2.048,-0.371,0.065,-44.373,80.139,-603.210
-2.062,-0.432,0.082,-51.636,56.274,-607.788
-2.032,-0.488,0.104,-59.265,29.724,-609.009
-2.053,-0.548,0.114,-64.880,6.287,-612.610
-2.083,-0.617,0.127,-77.698,-16.479,-616.699
-2.087,-0.671,0.164,-101.257,-46.143,-613.647
-2.071,-0.713,0.216,-119.446,-78.491,-604.614
-2.048,-0.768,0.270,-127.563,-109.680,-596.558
-2.028,-0.816,0.336,-133.850,-139.526,-583.130
-1.984,-0.857,0.398,-136.658,-166.016,-564.148
-1.946,-0.901,0.457,-139.404,-189.331,-545.776
-1.899,-0.931,0.515,-143.494,-209.961,-523.315
-1.878,-0.958,0.574,-144.287,-228.821,-498.169
-1.840,-0.985,0.627,-137.756,-244.873,-471.924
-1.796,-1.005,0.682,-129.822,-260.620,-441.040
-1.765,-1.022,0.728,-120.422,-271.973,-405.823
-1.770,-1.023,0.770,-110.779,-280.396,-368.103
-1.784,-1.027,0.804,-100.769,-286.743,-331.360
-1.764,-1.014,0.849,-95.154,-294.983,-291.870
-1.737,-1.001,0.896,-87.830,-302.856,-251.892
-1.700,-0.973,0.943,-77.576,-309.387,-211.792
-1.632,-0.951,0.992,-66.833,-313.477,-172.302
-1.541,-0.919,1.040,-58.533,-315.857,-133.484
-1.494,-0.868,1.103,-53.528,-310.852,-93.018
-1.465,-0.824,1.147,-42.236,-299.255,-56.152
-1.420,-0.773,1.182,-27.161,-286.865,-20.325
-1.359,-0.723,1.220,-15.686,-272.461,12.268
-1.342,-0.662,1.249,-7.446,-252.625,42.114
-1.341,-0.605,1.261,1.343,-227.783,67.993
-1.329,-0.553,1.274,9.033,-205.994,88.074
-1.294,-0.492,1.282,16.113,-184.753,109.436
-1.115,-0.441,1.275,25.269,-164.429,124.817
-0.803,-0.408,1.293,29.236,-159.790,131.958
-0.925,-0.364,1.346,23.682,-161.743,140.015
-1.496,-0.280,1.269,37.537,-124.573,161.560
-1.958,-0.252,1.181,89.050,-103.210,170.044
-2.022,-0.252,1.164,123.047,-109.985,163.269
-1.949,-0.226,1.181,101.563,-106.018,151.123
-1.872,-0.174,1.209,51.086,-89.233,132.996
-1.675,-0.144,1.252,16.357,-73.853,105.042
-1.390,-0.119,1.298,1.953,-57.800,79.651
-1.154,-0.099,1.329,-2.991,-33.630,58.777
-1.013,-0.093,1.329,-4.333,-2.075,39.124
-0.924,-0.092,1.304,-2.258,32.349,24.597
-0.864,-0.106,1.233,6.592,67.810,16.174
-0.882,-0.141,1.124,13.184,104.431,8.972
-1.008,-0.164,1.011,3.296,138.977,4.822
-1.147,-0.174,0.906,-5.310,164.001,2.441
-1.201,-0.195,0.814,2.075,173.523,0.610
-1.177,-0.221,0.735,10.986,173.340,-0.122
-1.094,-0.235,0.679,5.859,169.495,0.793
-0.974,-0.240,0.644,-6.897,162.537,2.563
-0.838,-0.243,0.617,-13.977,155.273,5.920
-0.720,-0.245,0.595,-10.742,150.085,12.024
-0.630,-0.249,0.564,-1.282,147.156,19.592
-0.578,-0.257,0.527,6.409,144.348,26.733
-0.544,-0.258,0.497,6.653,140.625,34.607
-0.536,-0.253,0.468,5.920,135.315,43.945
-0.555,-0.251,0.435,10.620,128.479,52.917
-0.575,-0.249,0.402,17.151,118.042,62.134
-0.567,-0.239,0.382,19.714,102.478,72.266
-0.545,-0.225,0.371,18.799,83.740,81.482
-0.527,-0.204,0.372,16.113,64.575,90.271
-0.504,-0.178,0.380,15.991,44.556,99.426
-0.502,-0.151,0.396,20.203,24.963,106.934
-0.509,-0.124,0.416,23.682,5.676,113.525
-0.521,-0.094,0.450,22.705,-13.489,118.591
-0.552,-0.060,0.490,18.188,-31.616,121.521
-0.596,-0.030,0.533,13.184,-48.523,121.277
-0.628,-0.001,0.581,8.667,-65.552,119.507
-0.658,0.027,0.631,4.761,-80.078,115.234
-0.683,0.049,0.683,-0.488,-91.858,107.666
-0.694,0.071,0.738,-7.324,-101.685,98.633
-0.700,0.094,0.793,-13.062,-108.398,88.745
-0.711,0.110,0.845,-15.442,-110.962,77.026
-0.724,0.122,0.889,-16.113,-110.352,65.002
-0.730,0.130,0.932,-17.029,-107.300,52.307
-0.727,0.140,0.972,-18.433,-101.990,39.673
-0.718,0.144,1.003,-19.226,-94.360,25.879
-0.710,0.143,1.032,-19.348,-84.412,11.047
-0.706,0.139,1.053,-19.409,-72.021,-3.113
-0.710,0.126,1.068,-19.226,-57.556,-17.944
-0.711,0.109,1.074,-18.921,-42.908,-32.410
-0.709,0.085,1.073,-19.409,-27.832,-46.326
-0.707,0.054,1.057,-20.325,-12.695,-59.204
-0.703,0.022,1.031,-20.325,1.160,-70.007
-0.716,-0.017,0.995,-16.174,14.893,-79.468
-1.196,0.565,0.832,79.529,41.016,125.854
-1.198,0.593,0.839,74.646,41.321,119.995
-1.213,0.620,0.849,67.261,43.335,108.154
-1.250,0.643,0.860,63.660,46.326,92.407
-1.298,0.656,0.864,64.697,50.842,73.608
-1.359,0.663,0.865,66.895,56.274,53.162
-1.421,0.670,0.867,67.871,62.134,33.203
-1.477,0.675,0.866,69.153,68.665,12.817
-1.544,0.674,0.865,71.594,75.806,-8.850
-1.591,0.676,0.859,73.547,83.740,-31.738
-1.591,0.679,0.857,74.951,91.309,-56.152
-1.571,0.681,0.849,76.721,100.342,-83.557
-1.547,0.672,0.829,78.491,110.596,-115.540
-1.529,0.647,0.796,75.989,121.643,-151.489
-1.542,0.609,0.751,68.115,132.751,-190.369
-1.589,0.560,0.704,57.800,143.433,-230.408
-1.625,0.504,0.656,48.889,152.527,-269.409
-1.667,0.441,0.606,44.312,159.607,-306.335
-1.722,0.375,0.551,43.823,167.053,-339.050
-1.799,0.302,0.501,45.593,172.241,-369.080
-1.869,0.231,0.455,49.133,176.208,-394.287
-1.900,0.173,0.408,51.270,177.734,-414.185
-1.934,0.110,0.356,54.199,175.171,-434.265
-2.015,0.046,0.316,51.025,172.668,-455.505
-2.107,-0.020,0.271,45.349,167.114,-474.792
-2.109,-0.065,0.246,38.879,155.945,-488.403
-2.106,-0.120,0.225,36.072,141.541,-503.418
-2.138,-0.187,0.203,28.381,129.211,-522.217
-2.154,-0.238,0.204,13.123,117.004,-536.499
-2.121,-0.284,0.208,4.700,101.746,-543.945
-2.085,-0.328,0.207,7.385,88.928,-549.316
-2.058,-0.389,0.194,14.160,80.017,-556.763
-2.084,-0.442,0.181,16.724,70.007,-559.631
-2.071,-0.466,0.162,5.493,61.157,-554.382
-2.080,-0.516,0.165,-12.512,44.250,-559.875
-2.108,-0.545,0.181,-31.250,28.992,-559.753
-2.051,-0.578,0.192,-39.917,13.428,-557.922
-2.020,-0.624,0.215,-34.851,-6.592,-561.340
-2.027,-0.689,0.202,-26.917,-19.043,-563.232
-2.007,-0.729,0.216,-32.837,-34.485,-556.396
-1.971,-0.776,0.232,-43.884,-55.420,-548.340
-1.962,-0.827,0.289,-75.378,-97.229,-528.687
-1.896,-0.911,0.343,-88.379,-124.207,-510.315
-1.824,-0.941,0.403,-94.055,-150.635,-486.389
-1.737,-0.974,0.452,-92.041,-173.096,-459.290
-1.661,-1.001,0.512,-86.853,-192.810,-431.274
-1.583,-1.010,0.564,-76.538,-208.374,-397.217
-1.553,-1.040,0.588,-63.660,-216.370,-368.286
-1.546,-1.058,0.640,-63.110,-228.394,-337.830
-1.490,-1.053,0.692,-70.068,-239.075,-300.659
-1.447,-1.046,0.752,-63.904,-257.324,-225.464
-1.294,-1.005,0.874,-48.401,-261.230,-184.387
-1.241,-0.974,0.920,-34.790,-258.545,-142.944
-1.270,-0.927,0.959,-26.794,-251.160,-102.844
-1.282,-0.877,0.988,-22.217,-241.821,-67.566
-1.274,-0.826,1.026,-18.860,-236.084,-37.048
-1.233,-0.780,1.067,-14.587,-230.164,-10.193
-1.210,-0.732,1.095,-12.207,-219.666,12.451
-1.210,-0.680,1.127,-13.245,-207.092,34.546
-1.152,-0.630,1.160,-13.123,-194.580,55.420
-1.114,-0.578,1.188,-9.521,-179.871,73.303
-1.111,-0.535,1.198,-3.845,-159.668,88.135
-1.128,-0.492,1.202,-1.404,-139.709,112.671
-1.122,-0.392,1.207,1.770,-106.934,121.094
-1.115,-0.351,1.193,4.822,-89.905,125.122
-0.872,-0.315,1.172,3.784,-78.613,126.282
-0.679,-0.292,1.210,-2.502,-87.341,124.207
-0.969,-0.241,1.210,-5.066,-85.449,127.686
-1.513,-0.207,1.109,20.935,-58.899,135.681
-1.816,-0.213,1.056,61.096,-62.195,132.141
-1.899,-0.212,1.048,70.923,-73.792,124.451
-1.902,-0.191,1.068,46.875,-73.120,116.272
-1.839,-0.171,1.103,16.357,-68.848,102.722
-1.672,-0.146,1.151,-4.944,-65.063,90.393
-1.414,-0.120,1.207,-17.029,-60.425,80.566
