mic
265.292
251.706
224.251
231.907
194.794
184.782
173.026
186.213
154.933
151.066
123.580
126.769
108.596
109.615
99.337
94.200
78.326
88.350
74.397
78.167
71.527
62.535
44.805
53.469
38.958
46.489
37.786
39.640
26.649
24.982
19.544
22.172
14.360
10.916
6.827
4.949
24.122
3.458
6.130
9.325
6.556
12.782
5.917
9.042
2.090
12.872
3.075
10.617
5.719
5.325
3.526
4.600
7.295
4.697
4.606
30.699
15.090
7.023
47.324
152.598
203.933
258.653
266.895
266.334
247.011
241.007
228.201
213.651
189.934
159.887
122.954
84.815
48.723
12.489
16.549
48.134
72.932
95.456
114.185
113.346
126.473
139.060
154.256
153.562
154.186
168.042
173.192
170.074
171.827
168.285
171.906
165.486
158.340
147.677
149.522
138.978
137.254
122.880
119.687
106.985
105.876
89.975
81.030
66.566
59.390
53.777
56.332
55.302
44.641

602.908
692.370
750.031
789.135
800.940
753.597
621.060
548.170
405.228
304.484
194.748
162.213
150.379
121.656
75.524
54.704
91.811
113.024
147.666
100.463
76.129
45.681
24.694
28.252
58.743
99.046
105.139
131.065
125.779
144.656
137.750
154.247
126.740
117.565
56.558
53.810
24.746
35.170
26.441
42.170
24.682
36.336
24.988
42.604
43.047
56.255
47.021
56.591
43.643
53.517
37.259
44.187
32.817
45.291
29.099
38.445
28.697
40.912
25.310
39.846
19.748
35.196
28.023
36.669
22.964
35.147
19.208
27.782
18.723
35.425
23.094
25.091
13.333
15.349
5.616
6.531
3.538
14.784
12.155
13.340
59.092
57.540
72.960
46.770
37.905
20.029
26.884
2.262
2.695
28.594
14.431
47.405
39.486
69.871
51.515
56.794
9.708
27.800
48.512
47.272
98.556
119.388
157.806
157.095
63.565
19.037
19.751
61.930
97.993
45.239
35.030
111.584
115.942
109.452
25.832
35.231
47.361
85.445
27.657

620.952
667.758
730.681
641.386
490.012
388.889
321.317
263.006
208.300
181.304
158.816
160.725
166.470
129.971
119.077
112.623
126.898
108.508
102.499
95.513
94.692
88.379
85.686
82.321
79.000
80.474
65.949
65.516
58.638
62.200
54.351
56.354
41.606
43.369
33.440
33.391
13.089
14.540
4.378
4.752
24.833
20.195
29.337
23.416
39.404
38.359
45.938
32.337
42.005
32.212
37.177
20.958
31.557
13.340
24.818
5.921
18.336
2.731
16.329
6.502
4.956
14.745
6.544
11.389
9.128
5.402
11.379
1.965
17.159
11.976
44.678
45.273
67.925
66.740
89.116
87.760
102.272
89.911
96.562
82.837
93.658
76.281
81.468
57.210
53.792
28.638
28.949
10.199
8.288
15.363
14.075
33.230
30.690
46.807
34.576
40.569
38.595
49.815
56.382
58.295
35.416
35.609
40.687
42.493
20.975
20.530
33.928
36.873
20.776
19.409
24.338
19.682
37.487
39.045
17.525
4.942
7.355
6.382
25.981

736.673
807.453
1043.961
911.408
767.954
492.124
345.490
295.584
265.388
204.131
130.128
84.542
72.570
78.025
73.629
71.557
50.405
52.949
34.986
48.806
33.651
45.913
31.213
32.502
20.958
25.603
14.874
22.349
15.467
24.947
12.737
21.101
11.168
15.738
17.736
14.868
8.131
13.526
6.844
12.778
12.832
3.533
1.858
7.517
18.031
18.163
33.883
36.725
32.690
30.978
22.485
18.223
9.408
8.664
5.274
8.908
8.787
5.278
5.874
4.987
2.615
3.740
14.768
5.606
9.092
18.193
37.945
30.824
29.847
19.788
34.325
29.143
39.554
40.234
48.344
29.792
28.590
19.657
34.342
15.371
27.545
8.514
23.686
9.311
19.030
3.129
16.922
12.558
28.615
8.178
22.018
3.540
13.277
4.244
18.693
8.731
12.925
3.762
8.957
2.798
9.336
2.884
5.772
15.869
5.491
21.305
6.848
14.815
11.788
17.992
13.152
9.889
10.034
11.455
8.477
6.289
10.640
29.664
36.230

647.218
683.574
766.214
726.748
654.572
518.781
486.752
511.091
502.040
464.429
442.469
441.469
400.627
367.244
332.124
281.663
339.826
311.937
318.588
257.361
264.242
233.932
217.353
206.414
203.328
197.253
198.554
190.342
195.998
169.835
168.104
146.422
143.536
118.652
122.729
119.143
133.548
121.795
120.995
87.922
74.957
38.192
28.413
5.845
17.690
48.590
50.042
61.465
46.544
46.723
24.686
15.977
21.056
33.329
45.189
9.695
35.316
76.136
85.872
123.340
134.819
152.704
154.792
154.801
151.515
166.841
166.080
172.252
155.356
134.382
109.364
83.414
62.083
47.428
30.775
28.292
17.944
25.138
4.280
8.171
10.930
25.414
55.307
58.213
77.839
75.637
88.999
86.659
84.866
77.477
84.363
80.591
96.641
94.926
103.815
102.641
124.151
130.082
139.713
130.653
141.890
136.434
143.485
135.722
143.858
136.901
140.774
122.795
119.088
87.269
76.182
40.459
34.618
14.814
16.510
4.753
9.074
4.828
13.575

706.168
500.606
616.398
668.195
728.702
771.615
806.440
849.874
877.073
911.834
826.948
792.980
716.333
657.560
563.249
479.046
353.434
296.593
265.849
266.373
278.204
261.259
332.289
355.653
375.633
369.878
367.773
352.937
396.919
395.656
365.704
298.623
225.014
172.197
147.353
122.427
118.320
102.615
120.877
128.836
156.142
155.934
179.690
173.557
174.652
158.297
188.425
190.232
200.213
163.963
91.234
15.169
79.028
171.427
257.495
293.482
218.618
256.185
439.483
454.751
282.581
140.610
30.104
53.450
64.723
83.490
174.594
209.447
305.985
302.638
279.334
250.677
264.423
235.898
232.584
193.557
158.809
142.521
157.547
136.137
132.324
106.225
97.865
71.285
61.388
33.282
29.590
3.168
20.075
62.488
71.083
96.375
80.069
98.996
85.827
85.630
43.113
44.391
26.275
43.153
22.019
13.920
32.621
38.647
51.856
36.777
39.150
27.823
45.150
45.036
53.145
48.579
34.427
11.875
9.919
19.673
12.681
13.232
19.795

661.028
731.634
991.202
819.075
809.000
728.531
777.056
773.661
720.358
701.938
667.886
633.415
571.781
616.307
575.834
532.234
455.692
400.139
363.106
322.350
266.754
241.782
141.422
127.104
58.019
68.122
73.088
92.484
94.223
127.498
148.602
161.185
124.033
110.185
70.096
46.293
5.718
23.469
22.043
9.546
21.933
23.016
38.436
29.747
32.223
34.861
50.411
47.964
24.242
7.261
45.470
73.473
86.278
100.640
117.129
127.755
96.785
98.953
106.496
138.443
142.842
149.922
120.605
113.378
82.872
67.810
28.719
20.496
5.314
7.404
17.234
42.738
70.582
100.642
134.833
165.024
150.204
132.427
102.774
98.093
74.451
78.134
76.556
79.766
41.222
33.742
5.358
20.016
51.395
103.575
131.266
189.324
170.845
106.856
55.061
73.331
129.002
185.729
220.893
287.799
299.687
306.848
270.130
270.936
196.735
225.128
174.798
258.382
118.173
156.670
408.923
136.892
31.183
15.928
35.920
14.563
36.200
93.902
122.265
