mic
104.137
112.192
92.191
110.860
83.513
84.641
59.381
67.135
48.141
41.290
16.463
28.670
7.228
16.212
8.457
3.856
14.296
2.799
9.751
3.444
21.896
3.724
14.007
7.439
22.739
8.612
24.297
2.574
3.325
9.354
26.476
68.514
255.392
542.629
639.577
799.720
909.397
914.164
936.198
695.970
558.443
511.496
512.228
386.911
397.154
282.424
237.682
158.574
167.954
97.659
76.743
189.749
296.827
1404.991
1096.108
155.649

663.821
865.323
836.503
821.355
766.077
727.025
698.578
797.364
658.915
530.719
419.484
341.635
320.924
305.144
275.344
251.703
203.393
165.446
142.008
174.466
325.350
236.630
735.523
150.214
334.895
98.713
254.697
214.450
158.626
176.734
139.290
148.890
33.634
71.508
141.033
101.192
97.395
174.488
98.437
118.669
124.112
61.784
59.530
31.622
16.077
39.096
47.883
83.582
128.920
190.498
198.827
201.136
184.196
230.313
214.108
220.373
225.992
257.772
280.905
316.560
330.941
356.673
348.501
354.471
330.614
329.316
295.391
295.702
261.394
254.458
220.922
218.917
195.314
207.451
184.569
185.861
176.304
176.819
157.511
155.455
140.520
120.628
90.475
84.283
63.632
58.713
39.874
32.506
6.946
17.456
11.742
18.760
20.515
17.799
38.537
35.457
47.918
52.028
59.683
60.234
58.993
62.956
59.488
77.470
71.745
73.639
70.294
74.827
75.472
78.002
61.595
71.134
68.962
64.333
48.951
60.175
66.380
78.864
252.850

641.631
602.869
667.679
605.698
580.693
516.378
459.424
353.149
313.025
236.817
192.399
87.226
45.966
22.293
14.422
15.755
5.296
12.761
37.505
41.486
65.101
71.685
70.540
297.766
132.352
269.076
347.521
392.256
397.221
317.469
283.823
191.570
163.498
136.176
131.676
55.376
17.385
54.490
52.342
58.007
27.632
6.594
18.334
4.875
1.709
47.402
28.609
25.757
9.472
6.161
30.845
19.102
29.792
14.091
24.190
9.701
15.241
59.387
67.642
102.865
103.262
146.999
145.049
167.355
160.689
167.773
157.105
166.114
144.179
144.332
120.469
109.540
93.268
85.746
61.905
53.243
27.811
27.121
13.601
4.114
10.053
7.772
24.874
17.689
30.278
21.825
31.012
20.990
38.925
22.794
27.858
15.265
41.518
24.324
36.661
17.557
41.218
28.002
37.832
27.616
39.431
20.007
46.336
20.910
34.381
18.800
35.557
19.657
27.438
16.425
29.895
48.731
123.269
453.927
568.409
722.595
693.011
758.642
713.049

605.990
602.882
646.352
598.730
523.431
498.155
442.831
393.203
333.707
179.442
153.829
119.045
60.773
29.867
42.339
22.579
26.079
17.869
15.805
13.418
11.466
14.297
14.116
14.681
38.636
20.247
36.075
20.730
4.865
8.319
22.331
9.648
22.298
8.524
25.464
29.802
70.181
72.337
100.548
101.752
132.369
168.943
226.053
196.768
195.171
156.633
154.517
112.518
115.146
80.425
70.498
30.203
21.734
14.895
6.320
10.124
5.721
24.359
35.545
55.196
65.385
81.151
139.070
189.751
232.015
228.277
225.676
180.047
156.845
74.082
44.111
14.299
43.361
105.761
126.376
164.711
174.797
214.101
215.366
228.734
227.203
244.872
232.334
201.492
206.891
208.102
187.056
177.104
167.896
164.376
122.923
123.746
134.224
122.124
109.156
104.413
86.039
76.744
70.017
58.247
53.105
46.910
51.308
44.541
36.743
43.810
43.819
41.236
42.758
34.814
35.699
27.278
31.097
27.222
40.172
3.899
19.314
25.815
15.204

605.999
734.704
792.457
837.329
741.766
722.952
596.020
469.198
487.538
516.226
513.477
541.491
562.177
498.681
485.284
427.237
421.552
402.387
369.229
272.740
197.078
153.159
136.505
188.239
81.905
93.567
113.531
164.591
124.763
118.084
102.189
78.169
43.852
104.725
143.729
189.971
191.439
210.033
214.368
232.409
230.109
251.640
275.556
298.466
285.228
258.605
234.317
209.925
201.723
123.659
108.316
119.085
143.033
166.654
175.561
171.452
167.911
150.071
144.655
132.784
128.743
106.773
99.884
67.779
55.810
37.084
43.010
36.640
53.900
55.393
70.200
81.489
95.633
83.877
90.949
86.883
96.868
76.428
81.429
59.651
74.733
44.279
50.457
37.832
38.248
9.403
23.628
9.002
6.631
5.546
9.641
7.449
3.406
8.279
16.576
3.563
7.935
4.170
7.839
4.720
4.611
10.314
5.557
14.215
19.908
18.123
9.296
23.633
17.932
23.110
12.243
31.624
32.358
39.075
30.282
26.064
27.401
43.809
24.020

610.662
727.406
716.468
762.179
698.239
645.596
573.287
475.392
407.274
323.772
233.134
107.933
63.701
101.321
154.371
184.549
163.917
187.047
244.812
316.783
344.103
214.278
500.157
541.546
97.308
276.681
347.464
449.879
353.066
173.817
106.125
8.639
17.646
59.890
78.602
121.448
144.769
180.383
145.410
123.627
115.160
150.577
127.596
111.265
78.877
85.188
76.572
88.025
79.102
119.314
147.882
192.653
203.022
218.252
208.317
194.808
175.416
170.902
163.058
183.199
186.687
194.354
186.509
175.038
152.039
134.803
109.642
88.723
78.378
52.934
52.904
43.684
39.957
30.117
33.690
32.170
42.057
33.213
42.780
42.246
58.213
42.468
54.136
54.725
63.531
57.994
54.238
51.208
55.791
52.761
58.554
42.003
59.466
37.576
48.969
40.283
45.050
33.392
44.280
28.053
43.996
20.569
32.566
18.366
31.632
16.562
27.115
13.654
24.046
7.122
19.810
9.528
16.058
5.722
14.522
5.609
5.232
8.518
2.530

600.132
662.506
689.397
585.821
512.649
409.365
298.745
282.232
215.251
114.157
85.436
47.757
40.821
69.366
43.509
52.378
62.718
89.369
177.079
176.416
171.630
591.076
52.081
297.438
314.492
424.320
392.153
393.262
307.730
287.445
195.753
144.279
41.637
17.669
61.407
108.240
165.071
182.185
209.067
214.194
226.312
227.879
244.437
215.038
183.382
149.153
142.803
118.336
139.197
133.969
162.067
153.528
165.514
150.792
143.585
107.989
87.772
64.537
59.511
39.497
54.715
33.281
51.024
35.211
48.972
30.274
46.546
31.669
43.184
32.377
40.282
17.157
38.365
12.813
19.970
3.070
7.479
15.844
13.767
22.672
12.975
23.412
4.020
11.591
9.258
4.348
9.044
6.659
14.070
12.339
20.637
12.876
33.615
26.584
35.546
26.858
40.787
41.310
41.456
44.198
37.649
47.321
43.012
41.457
40.086
33.553
42.117
37.307
33.311
30.659
21.988
32.741
17.519
19.091
14.901
14.366
4.872
4.639
7.110

758.280
528.342
57.557
165.049
419.058
471.003
481.790
454.871
380.038
300.587
230.093
158.410
78.451
118.042
10.417
53.199
71.818
87.982
84.254
93.524
103.828
97.622
79.779
68.215
57.919
41.650
31.164
45.944
92.053
105.251
137.643
154.597
191.695
189.901
223.266
219.339
243.496
236.852
246.298
231.056
220.098
196.335
180.021
160.152
160.497
151.294
164.613
150.426
162.877
148.582
159.254
150.340
135.131
125.628
108.735
98.216
100.573
75.314
60.031
30.616
34.840
15.901
28.120
7.298
6.053
10.269
10.799
2.551
26.212
14.568
38.987
23.341
42.166
31.896
50.494
42.363
55.767
39.230
48.030
30.755
43.987
42.237
40.712
29.675
32.357
20.633
26.949
18.022
17.823
8.110
11.030
5.037
6.831
7.255
7.187
15.437
5.937
11.751
10.878
22.748
14.180
25.345
16.165
28.086
25.244
34.054
25.098
37.964
32.102
37.405
30.311
40.201
22.233
41.976
32.522
42.445
30.669
35.532
32.409
