mic
627.696
685.159
782.087
712.867
749.908
706.754
701.521
643.887
509.923
409.832
340.477
253.853
172.327
120.188
126.159
196.700
442.924
602.361
372.311
165.705
241.619
175.991
87.525
74.923
193.079
171.327
154.338
84.401
11.145
78.624
147.018
199.871
211.927
186.184
129.457
111.710
91.490
104.679
134.099
169.199
189.986
209.557
248.644
265.832
259.328
262.462
260.229
257.716
243.724
229.941
222.908
215.577
216.606
202.716
185.858
159.706
156.442
144.137
139.759
116.653
104.568
72.847
77.584
51.327
53.429
28.906
29.767
2.739
21.104
4.208
9.772
20.417
7.847
8.855
9.700
16.631
14.847
10.540
4.637
9.909
15.622
5.032
15.623
12.258
31.859
14.386
40.416
25.573
37.067
36.189
44.705
32.753
36.836
24.967
36.228
23.471
24.694
16.554
9.929
10.231
4.002
4.906
5.349
10.293
14.468
14.139
19.951
29.273
41.957
35.196
52.252
160.194
599.112
833.881
990.876
1042.637
1107.815
1109.115
1044.635

644.247
611.883
607.488
663.030
654.236
604.611
538.806
499.367
435.457
332.994
207.134
208.411
213.892
242.014
217.562
217.000
187.499
188.221
154.870
119.216
96.848
96.879
42.523
51.504
40.068
42.259
30.266
40.112
42.425
56.678
18.960
29.891
33.060
60.702
88.683
96.070
49.569
3.374
17.417
21.395
11.472
31.083
72.431
114.305
152.580
193.033
206.356
230.307
226.148
234.960
215.858
229.793
211.730
213.426
191.795
205.860
181.169
187.993
160.154
164.465
150.160
153.924
125.004
128.817
104.478
116.920
87.108
97.617
67.335
75.268
61.674
70.336
48.855
53.892
40.483
45.778
20.708
22.743
6.800
14.452
8.182
2.833
22.963
6.775
27.002
20.820
34.487
22.277
50.146
38.164
46.297
41.886
69.218
75.715
273.625
513.065
616.899
664.533
706.444
707.829
781.530
845.908
803.418
698.177
582.228
541.222
492.494
375.495
251.418
185.172
123.611
82.829
39.972
11.006
10.719
36.845
66.171
106.185
160.129

676.006
741.955
853.624
799.575
780.235
790.661
621.028
583.790
539.586
545.312
480.827
486.361
422.237
385.841
294.551
228.182
139.750
95.939
79.485
26.799
34.527
36.581
48.521
83.540
136.815
154.588
190.135
187.492
219.661
215.008
210.417
183.131
180.863
155.577
135.428
128.824
133.947
72.306
11.140
47.518
87.220
117.787
104.419
83.790
21.626
8.486
45.725
43.429
85.502
100.422
120.268
80.212
65.316
46.307
57.219
65.213
107.563
95.404
128.996
118.055
133.308
103.960
120.816
